,id_mutation,date_mutation,prix,type_local,nb_dépendances,surface_reelle_bati,surface_carrez,nombre_pieces_principales,prix_au_m2_carrez,prix_au_m2_réel,adresse_numero,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,longitude,latitude
7935,2023-547768,2023-03-14,683500.0,Appartement,1.0,48.0,,3.0,,14240.0,20.0,RUE LAMARTINE,5291,75009.0,75109,Paris 9e Arrondissement,75,75109000AZ0126,2.342682,48.876825
7937,2023-547769,2023-03-15,158000.0,Appartement,1.0,15.0,,1.0,,10533.0,13.0,RUE ERNEST LEFEVRE,3347,75020.0,75120,Paris 20e Arrondissement,75,75120000BM0018,2.402757,48.869347
7940,2023-547771,2023-03-29,1487500.0,Appartement,0.0,125.0,,4.0,,11900.0,26.0,RUE PAUL DE KOCK,7137,75019.0,75119,Paris 19e Arrondissement,75,75119000DV0150,2.399003,48.877505
7941,2023-547772,2023-03-16,102000.0,Appartement,0.0,12.0,,1.0,,8500.0,10.0,RUE LA GRANGE AUX BELLES,4293,75010.0,75110,Paris 10e Arrondissement,75,75110000BC0062,2.36489,48.873405
7942,2023-547773,2023-03-28,1220000.0,Appartement,2.0,50.0,,1.0,,24400.0,19.0,RUE DE NAVARIN,6700,75009.0,75109,Paris 9e Arrondissement,75,75109000AF0086,2.338426,48.879589
7948,2023-547775,2023-03-22,110000.0,Appartement,0.0,17.0,,1.0,,6471.0,5.0,RUE DU DOCTEUR POTAIN,2870,75019.0,75119,Paris 19e Arrondissement,75,75119000DX0015,2.397723,48.875852
7949,2023-547776,2023-03-16,170000.0,Appartement,0.0,22.0,,2.0,,7727.0,13.0,RUE CONSTANCE,2281,75018.0,75118,Paris 18e Arrondissement,75,75118000AQ0079,2.333245,48.885858
7954,2023-547779,2023-03-30,610000.0,Appartement,1.0,61.0,,4.0,,10000.0,58.0,RUE COMPANS,2252,75019.0,75119,Paris 19e Arrondissement,75,75119000DY0007,2.393307,48.878478
7957,2023-547781,2023-03-22,690000.0,Appartement,1.0,39.0,46.53,3.0,14829.0,17692.0,89.0,RUE DE LA VERRERIE,9704,75004.0,75104,Paris 4e Arrondissement,75,75104000AD0018,2.35086,48.858609
7958,2023-547782,2023-03-31,267870.0,Appartement,0.0,27.0,,2.0,,9921.0,3.0,RUE JOUYE ROUVE,5046,75020.0,75120,Paris 20e Arrondissement,75,75120000AB0004,2.382959,48.873145
7959,2023-547783,2023-03-27,602500.0,Appartement,1.0,47.0,47.7,3.0,12631.0,12819.0,2.0,RUE ROBERT PLANQUETTE,8267,75018.0,75118,Paris 18e Arrondissement,75,75118000AR0151,2.334212,48.884906
7961,2023-547784,2023-03-17,535000.0,Appartement,0.0,61.0,62.86,3.0,8511.0,8770.0,37.0,BD ORNANO,6946,75018.0,75118,Paris 18e Arrondissement,75,75118000BF0128,2.346847,48.894498
7962,2023-547785,2023-03-30,190000.0,Appartement,0.0,19.0,27.67,1.0,6867.0,10000.0,110.0,RUE LA CONDAMINE,5228,75017.0,75117,Paris 17e Arrondissement,75,75117000CJ0135,2.31811,48.884013
7965,2023-547787,2023-03-23,1305000.0,Appartement,1.0,102.0,,2.0,,12794.0,19.0,RUE JEAN MERMOZ,4921,75008.0,75108,Paris 8e Arrondissement,75,75108000BI0067,2.311814,48.871579
7970,2023-547789,2023-03-27,363000.0,Appartement,1.0,46.0,,2.0,,7891.0,134.0,AV GAMBETTA,3933,75020.0,75120,Paris 20e Arrondissement,75,75120000AX0021,2.405513,48.872782
7972,2023-547791,2023-03-31,1014700.0,Appartement,0.0,100.0,,3.0,,10147.0,4.0,RUE DE L AGENT BAILLY,0090,75009.0,75109,Paris 9e Arrondissement,75,75109000BA0088,2.342284,48.878501
7974,2023-547792,2023-03-29,374900.0,Appartement,1.0,38.0,,2.0,,9866.0,4.0,RUE DU SURMELIN,9132,75020.0,75120,Paris 20e Arrondissement,75,75120000BM0115,2.402092,48.867906
7976,2023-547793,2023-03-28,138000.0,Appartement,1.0,20.0,,1.0,,6900.0,5.0,BD DAVOUT,2608,75020.0,75120,Paris 20e Arrondissement,75,75120000EC0020,2.410819,48.847775
7979,2023-547795,2023-03-29,995000.0,Appartement,1.0,91.0,88.45,3.0,11249.0,10934.0,20.0,RUE DES ECOUFFES,3106,75004.0,75104,Paris 4e Arrondissement,75,75104000AI0078,2.359105,48.856961
7980,2023-547796,2023-03-22,350000.0,Appartement,0.0,30.0,33.52,2.0,10442.0,11667.0,3.0,RUE GEOFFROY L ANGEVIN,4102,75004.0,75104,Paris 4e Arrondissement,75,75104000AG0016,2.354434,48.860505
7981,2023-547797,2023-03-17,151000.0,Appartement,0.0,17.0,18.41,1.0,8202.0,8882.0,100.0,RUE DUHESME,2974,75018.0,75118,Paris 18e Arrondissement,75,75118000BF0005,2.346817,48.895969
7984,2023-547798,2023-03-20,860000.0,Appartement,2.0,90.0,92.71,3.0,9276.0,9556.0,73.0,RUE DES PRAIRIES,7785,75020.0,75120,Paris 20e Arrondissement,75,75120000CL0016,2.400965,48.86345
7986,2023-547799,2023-03-31,480600.0,Appartement,1.0,58.0,58.3,4.0,8244.0,8286.0,6.0,RUE DES ISLETTES,4745,75018.0,75118,Paris 18e Arrondissement,75,75118000CH0157,2.351074,48.884381
7987,2023-547800,2023-03-29,463500.0,Appartement,0.0,39.0,,1.0,,11885.0,104.0,RUE DE RICHELIEU,8212,75002.0,75102,Paris 2e Arrondissement,75,75102000AG0044,2.340274,48.871079
7990,2023-547801,2023-03-20,386400.0,Appartement,1.0,30.0,33.05,2.0,11691.0,12880.0,20.0,RUE GERMAIN PILON,4176,75018.0,75118,Paris 18e Arrondissement,75,75118000AR0083,2.337111,48.8841
7991,2023-547802,2023-03-29,1061600.0,Appartement,0.0,98.0,,3.0,,10833.0,9.0,RUE SAINTE APOLLINE,8538,75003.0,75103,Paris 3e Arrondissement,75,75103000AB0132,2.354382,48.868728
7992,2023-547803,2023-03-27,416815.0,Appartement,0.0,35.0,33.34,2.0,12502.0,11909.0,48.0,RUE SAUFFROY,8832,75017.0,75117,Paris 17e Arrondissement,75,75117000DM0012,2.322052,48.892595
7993,2023-547804,2023-03-13,181819.0,Appartement,0.0,24.0,,1.0,,7576.0,64.0,RUE MARX DORMOY,6149,75018.0,75118,Paris 18e Arrondissement,75,75118000DD0023,2.360281,48.888853
7994,2023-547805,2023-03-09,207750.0,Appartement,0.0,20.0,,1.0,,10388.0,82.0,RUE ALEXANDRE DUMAS,0155,75020.0,75120,Paris 20e Arrondissement,75,75120000DR0009,2.397393,48.854566
7995,2023-547806,2023-03-14,220000.0,Appartement,0.0,22.0,,1.0,,10000.0,41.0,RUE CAVENDISH,1625,75019.0,75119,Paris 19e Arrondissement,75,75119000EO0037,2.378767,48.884197
7997,2023-547808,2023-03-13,588600.0,Appartement,2.0,60.0,,3.0,,9810.0,11.0,BD DAVOUT,2608,75020.0,75120,Paris 20e Arrondissement,75,75120000EC0022,2.410449,48.848253
8003,2023-547812,2023-03-20,101000.0,Appartement,0.0,10.0,10.04,1.0,10060.0,10100.0,55.0,RUE DE DUNKERQUE,2990,75009.0,75109,Paris 9e Arrondissement,75,75109000BD0080,2.349205,48.881079
8004,2023-547813,2023-03-30,344000.0,Appartement,1.0,43.0,,3.0,,8000.0,2.0,VLA DE L ADOUR,0073,75019.0,75119,Paris 19e Arrondissement,75,75119000EB0078,2.38699,48.875437
8007,2023-547814,2023-03-15,758000.0,Appartement,1.0,59.0,,3.0,,12847.0,4.0,RUE AMPERE,0297,75017.0,75117,Paris 17e Arrondissement,75,75117000BS0018,2.306356,48.885401
8008,2023-547815,2023-03-15,245000.0,Appartement,0.0,54.0,26.72,3.0,9169.0,4537.0,14.0,RUE DENOYEZ,2696,75020.0,75120,Paris 20e Arrondissement,75,75120000AA0028,2.378925,48.871766
8010,2023-547817,2023-03-22,250000.0,Appartement,0.0,21.0,22.08,1.0,11322.0,11905.0,3.0,RUE GEOFFROY L ANGEVIN,4102,75004.0,75104,Paris 4e Arrondissement,75,75104000AG0016,2.354434,48.860505
8011,2023-547818,2023-03-17,225700.0,Appartement,0.0,21.0,18.26,1.0,12360.0,10748.0,67.0,RUE QUINCAMPOIX,7970,75003.0,75103,Paris 3e Arrondissement,75,75103000AU0015,2.350837,48.862053
8012,2023-547819,2023-03-30,618500.0,Appartement,0.0,50.0,43.96,2.0,14070.0,12370.0,26.0,RUE DE BELZUNCE,0853,75010.0,75110,Paris 10e Arrondissement,75,75110000AB0080,2.35045,48.879688
8014,2023-547821,2023-03-30,1028500.0,Appartement,1.0,93.0,95.32,4.0,10790.0,11059.0,116.0,RUE LEGENDRE,5473,75017.0,75117,Paris 17e Arrondissement,75,75117000DK0082,2.32198,48.888127
8016,2023-547822,2023-03-30,675000.0,Appartement,0.0,54.0,71.01,1.0,9506.0,12500.0,23.0,BD BERTHIER,0913,75017.0,75117,Paris 17e Arrondissement,75,75117000BW0015,2.300998,48.888331
8018,2023-547824,2023-03-30,223000.0,Appartement,0.0,21.0,20.94,2.0,10649.0,10619.0,95.0,RUE D ABOUKIR,0040,75002.0,75102,Paris 2e Arrondissement,75,75102000AO0186,2.348485,48.868345
8019,2023-547825,2023-03-29,180000.0,Appartement,0.0,31.0,,2.0,,5806.0,24.0,RUE LA CONDAMINE,5228,75017.0,75117,Paris 17e Arrondissement,75,75117000DK0052,2.323034,48.887436
8021,2023-547826,2023-03-23,585000.0,Appartement,1.0,69.0,68.38,3.0,8555.0,8478.0,23.0,RUE DE FONTARABIE,3725,75020.0,75120,Paris 20e Arrondissement,75,75120000CX0052,2.401826,48.85838
8022,2023-547827,2023-03-29,642100.0,Appartement,1.0,52.0,50.9,2.0,12615.0,12348.0,11.0,RUE DU POTEAU,7755,75018.0,75118,Paris 18e Arrondissement,75,75118000BH0094,2.342789,48.893055
8024,2023-547828,2023-03-20,263000.0,Appartement,1.0,51.0,,2.0,,5157.0,38.0,RUE RAMEY,8014,75018.0,75118,Paris 18e Arrondissement,75,75118000BU0035,2.346588,48.88971
8028,2023-547829,2023-03-28,1220000.0,Appartement,1.0,110.0,,5.0,,11091.0,49.0,RUE DE TREVISE,9440,75009.0,75109,Paris 9e Arrondissement,75,75109000AX0015,2.345352,48.876078
8031,2023-547830,2023-03-20,300000.0,Appartement,1.0,17.0,,1.0,,17647.0,15.0,RUE BEAUTREILLIS,0797,75004.0,75104,Paris 4e Arrondissement,75,75104000AQ0017,2.363635,48.853261
8032,2023-547831,2023-03-27,404780.0,Appartement,1.0,34.0,35.06,2.0,11545.0,11905.0,84.0,RUE SAINT MARTIN,8694,75004.0,75104,Paris 4e Arrondissement,75,75104000AC0027,2.350761,48.859456
8035,2023-547832,2023-03-29,525000.0,Appartement,1.0,55.0,57.37,3.0,9151.0,9545.0,37.0,BD DES BATIGNOLLES,0719,75008.0,75108,Paris 8e Arrondissement,75,75108000CE0047,2.322569,48.882193
8038,2023-547834,2023-03-29,775000.0,Appartement,2.0,65.0,65.52,2.0,11828.0,11923.0,1.0,RUE JULIETTE LAMBER,5118,75017.0,75117,Paris 17e Arrondissement,75,75117000BV0043,2.305951,48.887856
8042,2023-547836,2023-03-30,1630000.0,Appartement,1.0,125.0,,5.0,,13040.0,50.0,RUE DE DOUAI,2909,75009.0,75109,Paris 9e Arrondissement,75,75109000AA0039,2.330966,48.883293
8043,2023-547837,2023-03-20,215000.0,Appartement,1.0,32.0,,1.0,,6719.0,99.0,RUE DE MENILMONTANT,6270,75020.0,75120,Paris 20e Arrondissement,75,75120000AP0049,2.391046,48.869187
8045,2023-547838,2023-03-16,590000.0,Appartement,0.0,51.0,,2.0,,11569.0,38.0,RUE QUINCAMPOIX,7970,75004.0,75104,Paris 4e Arrondissement,75,75104000AB0040,2.350609,48.860667
8047,2023-547839,2023-03-15,630000.0,Appartement,1.0,45.0,,3.0,,14000.0,2.0,RUE FOURCROY,3767,75017.0,75117,Paris 17e Arrondissement,75,75117000AL0042,2.295298,48.879727
8048,2023-547840,2023-03-16,120000.0,Appartement,0.0,16.0,,1.0,,7500.0,17.0,RUE ALPHONSE PENAUD,0245,75020.0,75120,Paris 20e Arrondissement,75,75120000BN0104,2.406789,48.86809
8050,2023-547841,2023-03-22,493000.0,Appartement,1.0,50.0,,3.0,,9860.0,51.0,RUE RAMEY,8014,75018.0,75118,Paris 18e Arrondissement,75,75118000BK0095,2.34564,48.889959
8051,2023-547842,2023-03-23,657000.0,Appartement,1.0,58.0,59.4,3.0,11061.0,11328.0,16.0,RUE DES GRAVILLIERS,4302,75003.0,75103,Paris 3e Arrondissement,75,75103000AE0083,2.35749,48.863909
8054,2023-547844,2023-03-29,226130.0,Appartement,1.0,34.0,,2.0,,6651.0,229.0,RUE DU FBG ST MARTIN,3522,75010.0,75110,Paris 10e Arrondissement,75,75110000AF0064,2.36562,48.881997
8057,2023-547845,2023-03-23,450000.0,Appartement,0.0,46.0,,3.0,,9783.0,36.0,RUE SORBIER,9029,75020.0,75120,Paris 20e Arrondissement,75,75120000CB0018,2.392411,48.865755
8059,2023-547846,2023-03-20,1155000.0,Appartement,1.0,105.0,,5.0,,11000.0,51.0,RUE NOTRE-DAME DE LORETTE,6832,75009.0,75109,Paris 9e Arrondissement,75,75109000AF0128,2.335501,48.879795
8060,2023-547847,2023-03-30,490250.0,Appartement,1.0,85.0,63.08,4.0,7772.0,5768.0,20.0,RUE DE LAGHOUAT,5261,75018.0,75118,Paris 18e Arrondissement,75,75118000CF0113,2.354588,48.888026
8063,2023-547848,2023-03-14,1075000.0,Appartement,1.0,137.0,140.05,5.0,7676.0,7847.0,19.0,RUE MARX DORMOY,6149,75018.0,75118,Paris 18e Arrondissement,75,75118000CI0035,2.358659,48.885875
8064,2023-547849,2023-03-06,230607.0,Appartement,0.0,42.0,,3.0,,5491.0,13.0,RUE LABOIS ROUILLON,5196,75019.0,75119,Paris 19e Arrondissement,75,75119000AH0021,2.371818,48.89353
8065,2023-547850,2023-03-23,718100.0,Appartement,0.0,65.0,,3.0,,11048.0,63.0,RUE LAUGIER,5391,75017.0,75117,Paris 17e Arrondissement,75,75117000AW0054,2.292662,48.883654
8067,2023-547851,2023-03-20,543000.0,Appartement,1.0,42.0,45.18,2.0,12019.0,12929.0,3.0,SQ CLAUDE DEBUSSY,2074,75017.0,75117,Paris 17e Arrondissement,75,75117000CH0034,2.313329,48.884402
8068,2023-547852,2023-03-09,419000.0,Appartement,1.0,25.0,,2.0,,16760.0,84.0,RUE DU FAUBOURG SAINT HONORE,3518,75008.0,75108,Paris 8e Arrondissement,75,75108000BN0054,2.317269,48.870814
8070,2023-547853,2023-03-29,303000.0,Appartement,0.0,32.0,,1.0,,9469.0,4.0,RUE MARGUERITTE,6059,75017.0,75117,Paris 17e Arrondissement,75,75117000BK0032,2.302225,48.87953
8074,2023-547856,2023-03-22,613400.0,Appartement,1.0,55.0,,2.0,,11153.0,17.0,RUE CHAPON,1771,75003.0,75103,Paris 3e Arrondissement,75,75103000AS0046,2.355976,48.863277
8079,2023-547859,2023-03-31,384000.0,Appartement,0.0,37.0,38.81,2.0,9894.0,10378.0,107.0,RUE DE MENILMONTANT,6270,75020.0,75120,Paris 20e Arrondissement,75,75120000AP0131,2.392024,48.869387
8081,2023-547860,2023-03-30,400000.0,Appartement,1.0,40.0,34.5,2.0,11594.0,10000.0,8.0,RUE DU FBG POISSONNIERE,3512,75010.0,75110,Paris 10e Arrondissement,75,75110000AV0063,2.348461,48.871331
8082,2023-547861,2023-03-31,108000.0,Appartement,0.0,12.0,11.74,1.0,9199.0,9000.0,3.0,RUE SQUARE CARPEAUX,9064,75018.0,75118,Paris 18e Arrondissement,75,75118000AI0076,2.333214,48.892234
8083,2023-547862,2023-03-23,388700.0,Appartement,0.0,31.0,,2.0,,12539.0,90.0,PAS BRADY,1252,75010.0,75110,Paris 10e Arrondissement,75,75110000AW0016,2.354179,48.871556
8084,2023-547863,2023-03-28,298000.0,Appartement,0.0,38.0,36.41,2.0,8185.0,7842.0,71.0,RUE SAINT BLAISE,8503,75020.0,75120,Paris 20e Arrondissement,75,75120000CZ0020,2.409263,48.857182
8087,2023-547865,2023-03-21,230000.0,Appartement,0.0,24.0,33.03,2.0,6963.0,9583.0,32.0,RUE DE BAGNOLET,0626,75020.0,75120,Paris 20e Arrondissement,75,75120000CV0101,2.397546,48.856657
8090,2023-547868,2023-03-23,201250.0,Appartement,0.0,22.0,22.06,1.0,9123.0,9148.0,5.0,RUE PIERRE FONTAINE,3713,75009.0,75109,Paris 9e Arrondissement,75,75109000AC0034,2.334465,48.880896
8091,2023-547869,2023-03-24,315000.0,Appartement,1.0,31.0,30.68,2.0,10267.0,10161.0,8.0,RUE DES VIGNOLES,9802,75020.0,75120,Paris 20e Arrondissement,75,75120000DS0010,2.398058,48.85308
8095,2023-547870,2023-03-14,623000.0,Appartement,0.0,79.0,,3.0,,7886.0,122.0,RUE PELLEPORT,7228,75020.0,75120,Paris 20e Arrondissement,75,75120000BS0004,2.400101,48.870273
8097,2023-547871,2023-03-06,381400.0,Appartement,1.0,38.0,38.52,2.0,9901.0,10037.0,10.0,RUE GANNERON,3944,75018.0,75118,Paris 18e Arrondissement,75,75118000AO0051,2.327397,48.88616
8098,2023-547872,2023-03-28,483000.0,Appartement,1.0,50.0,50.25,3.0,9612.0,9660.0,54.0,RUE DE DUNKERQUE,2990,75009.0,75109,Paris 9e Arrondissement,75,75109000BC0090,2.347982,48.881911
8100,2023-547873,2023-03-17,230000.0,Appartement,0.0,24.0,24.21,1.0,9500.0,9583.0,11.0,RUE CONSTANCE,2281,75018.0,75118,Paris 18e Arrondissement,75,75118000AQ0078,2.333106,48.885781
8102,2023-547874,2023-03-15,790000.0,Appartement,1.0,63.0,67.9,3.0,11635.0,12540.0,118.0,RUE NOLLET,6803,75017.0,75117,Paris 17e Arrondissement,75,75117000CS0039,2.317478,48.88951
8104,2023-547875,2023-04-03,500000.0,Appartement,1.0,47.0,49.01,3.0,10202.0,10638.0,10.0,AV RICHERAND,8220,75010.0,75110,Paris 10e Arrondissement,75,75110000BE0084,2.366247,48.872118
8105,2023-547876,2023-03-28,325200.0,Appartement,0.0,28.0,30.74,2.0,10579.0,11614.0,21.0,RUE GAUTHEY,3992,75017.0,75117,Paris 17e Arrondissement,75,75117000DH0088,2.320387,48.892031
8108,2023-547878,2023-03-31,453000.0,Appartement,1.0,55.0,59.22,3.0,7649.0,8236.0,1.0,RUE ETIENNE DOLET,3388,75020.0,75120,Paris 20e Arrondissement,75,75120000AN0072,2.383136,48.867612
8109,2023-547879,2023-03-17,60000.0,Appartement,0.0,10.0,6.53,1.0,9188.0,6000.0,41.0,RUE LEMERCIER,5503,75017.0,75117,Paris 17e Arrondissement,75,75117000CP0156,2.322808,48.886943
8110,2023-547880,2023-03-30,806457.0,Appartement,1.0,90.0,88.71,4.0,9091.0,8961.0,57.0,RUE JULIEN LACROIX,5112,75020.0,75120,Paris 20e Arrondissement,75,75120000AM0226,2.383982,48.870293
8113,2023-547880,2023-03-30,331543.0,Appartement,1.0,37.0,37.36,1.0,8874.0,8961.0,57.0,RUE JULIEN LACROIX,5112,75020.0,75120,Paris 20e Arrondissement,75,75120000AM0226,2.383982,48.870293
8116,2023-547881,2023-03-31,1007250.0,Appartement,1.0,84.0,85.71,4.0,11752.0,11991.0,4.0,RUE M. ELEONORE DE BELLEFOND,6125,75009.0,75109,Paris 9e Arrondissement,75,75109000BE0057,2.348679,48.877621
8118,2023-547882,2023-03-15,231900.0,Appartement,1.0,19.0,19.08,1.0,12154.0,12205.0,96.0,RUE SAINT-DENIS,8525,75001.0,75101,Paris 1er Arrondissement,75,75101000AQ0122,2.350017,48.863224
8119,2023-547883,2023-03-06,249900.0,Appartement,0.0,25.0,22.71,2.0,11004.0,9996.0,7.0,RUE BOUCHARDON,1129,75010.0,75110,Paris 10e Arrondissement,75,75110000AX0058,2.357079,48.870052
8121,2023-547884,2023-03-16,185000.0,Appartement,1.0,28.0,26.71,1.0,6926.0,6607.0,12.0,RUE STE ISAURE,8569,75018.0,75118,Paris 18e Arrondissement,75,75118000BH0071,2.344396,48.893444
8122,2023-547885,2023-03-14,520000.0,Appartement,1.0,60.0,55.01,3.0,9453.0,8667.0,2.0,RUE DESCOMBES,2728,75017.0,75117,Paris 17e Arrondissement,75,75117000AX0103,2.293685,48.884325
8125,2023-547887,2023-03-16,445000.0,Appartement,1.0,54.0,52.84,2.0,8422.0,8241.0,3.0,BD GOUVION ST-CYR,4252,75017.0,75117,Paris 17e Arrondissement,75,75117000AX0065,2.291524,48.885198
8127,2023-547888,2023-03-17,95000.0,Appartement,0.0,24.0,,1.0,,3958.0,18.0,RUE DAVY,2610,75017.0,75117,Paris 17e Arrondissement,75,75117000DM0156,2.324987,48.891251
8132,2023-547892,2023-03-06,162000.0,Appartement,0.0,14.0,14.12,1.0,11473.0,11571.0,6.0,RUE DULONG,2980,75017.0,75117,Paris 17e Arrondissement,75,75117000CJ0142,2.3182,48.883639
8134,2023-547893,2023-03-21,183000.0,Appartement,1.0,25.0,25.54,1.0,7165.0,7320.0,27.0,RUE DE LA CHAPELLE,1769,75018.0,75118,Paris 18e Arrondissement,75,75118000CL0036,2.359191,48.89217
8135,2023-547894,2023-03-29,310000.0,Appartement,1.0,35.0,36.33,2.0,8533.0,8857.0,70.0,RUE DE TOCQUEVILLE,9330,75017.0,75117,Paris 17e Arrondissement,75,75117000CG0189,2.310856,48.88536
8137,2023-547895,2023-03-27,310000.0,Appartement,0.0,35.0,32.07,2.0,9666.0,8857.0,32.0,RUE BICHAT,0952,75010.0,75110,Paris 10e Arrondissement,75,75110000BJ0052,2.368532,48.871292
8139,2023-547896,2023-03-27,325000.0,Appartement,1.0,50.0,48.85,2.0,6653.0,6500.0,62.0,RUE DE ROMAINVILLE,8333,75019.0,75119,Paris 19e Arrondissement,75,75119000DT0129,2.40253,48.877354
8140,2023-547897,2023-03-15,473000.0,Appartement,0.0,46.0,48.02,3.0,9850.0,10283.0,75.0,RUE DAMREMONT,2534,75018.0,75118,Paris 18e Arrondissement,75,75118000AI0051,2.3357,48.893056
8141,2023-547898,2023-03-24,1236100.0,Appartement,1.0,120.0,140.62,4.0,8790.0,10301.0,148.0,BD DE MAGENTA,5907,75010.0,75110,Paris 10e Arrondissement,75,75110000AB0034,2.351723,48.881746
8145,2023-547900,2023-03-14,386150.0,Appartement,1.0,31.0,32.6,1.0,11845.0,12456.0,7.0,RUE THOLOZE,9287,75018.0,75118,Paris 18e Arrondissement,75,75118000AS0034,2.33512,48.886347
8147,2023-547901,2023-03-24,324600.0,Appartement,1.0,30.0,26.39,2.0,12300.0,10820.0,9.0,RUE LUCIEN SAMPAIX,5844,75010.0,75110,Paris 10e Arrondissement,75,75110000AZ0041,2.359747,48.871241
8148,2023-547902,2023-03-08,495600.0,Appartement,0.0,42.0,,2.0,,11800.0,32.0,RUE D HAUTEVILLE,4497,75010.0,75110,Paris 10e Arrondissement,75,75110000AU0019,2.350732,48.872967
8149,2023-547902,2023-03-08,153400.0,Appartement,0.0,13.0,58.93,1.0,2603.0,11800.0,32.0,RUE D HAUTEVILLE,4497,75010.0,75110,Paris 10e Arrondissement,75,75110000AU0019,2.350732,48.872967
8152,2023-547903,2023-03-24,386744.0,Appartement,0.0,50.0,50.5,2.0,7658.0,7735.0,4.0,RUE DE PALESTINE,7016,75019.0,75119,Paris 19e Arrondissement,75,75119000EA0072,2.389825,48.875715
8159,2023-547903,2023-03-24,417684.0,Appartement,0.0,54.0,54.5,2.0,7664.0,7735.0,4.0,RUE DE PALESTINE,7016,75019.0,75119,Paris 19e Arrondissement,75,75119000EA0072,2.389825,48.875715
8160,2023-547903,2023-03-24,417684.0,Appartement,0.0,54.0,54.0,2.0,7735.0,7735.0,4.0,RUE DE PALESTINE,7016,75019.0,75119,Paris 19e Arrondissement,75,75119000EA0072,2.389825,48.875715
8161,2023-547903,2023-03-24,672935.0,Appartement,0.0,87.0,88.3,4.0,7621.0,7735.0,4.0,RUE DE PALESTINE,7016,75019.0,75119,Paris 19e Arrondissement,75,75119000EA0072,2.389825,48.875715
8162,2023-547903,2023-03-24,371274.0,Appartement,0.0,48.0,49.8,2.0,7455.0,7735.0,4.0,RUE DE PALESTINE,7016,75019.0,75119,Paris 19e Arrondissement,75,75119000EA0072,2.389825,48.875715
8163,2023-547903,2023-03-24,386744.0,Appartement,0.0,50.0,53.8,2.0,7189.0,7735.0,4.0,RUE DE PALESTINE,7016,75019.0,75119,Paris 19e Arrondissement,75,75119000EA0072,2.389825,48.875715
8164,2023-547903,2023-03-24,672935.0,Appartement,0.0,87.0,86.8,4.0,7753.0,7735.0,4.0,RUE DE PALESTINE,7016,75019.0,75119,Paris 19e Arrondissement,75,75119000EA0072,2.389825,48.875715
8165,2023-547904,2023-03-31,220000.0,Appartement,0.0,18.0,19.1,1.0,11518.0,12222.0,93.0,RUE CAULAINCOURT,1614,75018.0,75118,Paris 18e Arrondissement,75,75118000AV0118,2.338123,48.889791
8166,2023-547905,2023-03-23,957700.0,Appartement,0.0,76.0,78.13,4.0,12258.0,12601.0,18.0,RUE SAUSSIER LEROY,8845,75017.0,75117,Paris 17e Arrondissement,75,75117000AL0051,2.29641,48.879998
8168,2023-547906,2023-03-30,220000.0,Appartement,0.0,8.0,16.76,1.0,13126.0,27500.0,16.0,RUE MILTON,6369,75009.0,75109,Paris 9e Arrondissement,75,75109000AZ0040,2.341374,48.878031
8169,2023-547907,2023-03-24,327750.0,Appartement,0.0,32.0,35.88,2.0,9135.0,10242.0,26.0,RUE CLAIRAUT,2063,75017.0,75117,Paris 17e Arrondissement,75,75117000CS0081,2.31976,48.888476
8170,2023-547908,2023-03-27,595000.0,Appartement,0.0,36.0,54.31,3.0,10956.0,16528.0,40.0,RUE LAMARCK,5288,75018.0,75118,Paris 18e Arrondissement,75,75118000BK0139,2.343272,48.889181
8171,2023-547909,2023-03-30,360000.0,Appartement,1.0,44.0,41.87,2.0,8598.0,8182.0,209.0,RUE DES PYRENEES,7904,75020.0,75120,Paris 20e Arrondissement,75,75120000CL0098,2.399528,48.862556
8174,2023-547910,2023-03-23,180000.0,Appartement,2.0,40.0,18.89,2.0,9529.0,4500.0,67.0,RUE DE L OURCQ,6980,75019.0,75119,Paris 19e Arrondissement,75,75119000AM0001,2.379293,48.891979
8177,2023-547911,2023-03-15,571000.0,Appartement,1.0,55.0,61.7,3.0,9254.0,10382.0,21.0,RUE DE LA CHINE,2010,75020.0,75120,Paris 20e Arrondissement,75,75120000CD0026,2.398502,48.867562
8179,2023-547912,2023-03-14,1124850.0,Appartement,1.0,126.0,129.87,5.0,8661.0,8927.0,12.0,BD DES BATIGNOLLES,0719,75017.0,75117,Paris 17e Arrondissement,75,75117000CM0072,2.326068,48.883522
8180,2023-547913,2023-03-17,847500.0,Appartement,2.0,70.0,,2.0,,12107.0,1.0,RUE JULIETTE LAMBER,5118,75017.0,75117,Paris 17e Arrondissement,75,75117000BV0043,2.305951,48.887856
8184,2023-547915,2023-03-31,145000.0,Appartement,0.0,15.0,14.5,1.0,10000.0,9667.0,9.0,AV GOURGAUD,4243,75017.0,75117,Paris 17e Arrondissement,75,75117000BE0011,2.296845,48.886221
8185,2023-547916,2023-03-31,300000.0,Appartement,0.0,36.0,36.18,1.0,8292.0,8333.0,8.0,RUE BISSON,0987,75020.0,75120,Paris 20e Arrondissement,75,75120000AM0244,2.38001,48.870056
8186,2023-547917,2023-03-13,154000.0,Appartement,0.0,17.0,,1.0,,9059.0,22.0,PAS DES PANORAMAS,7028,75002.0,75102,Paris 2e Arrondissement,75,75102000AG0063,2.341752,48.870724
