,id_mutation,date_mutation,prix,type_local,nb_dépendances,surface_reelle_bati,surface_carrez,nombre_pieces_principales,prix_au_m2_carrez,prix_au_m2_réel,adresse_numero,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,longitude,latitude
33008,2023-560686,2023-05-10,1170000.0,Appartement,1.0,101.0,99.96,5.0,11705.0,11584.0,15.0,RUE RENE GOSCINNY,8154,75013.0,75113,Paris 13e Arrondissement,75,75113000BV0070,2.379676,48.830309
33011,2023-560687,2023-05-12,710000.0,Appartement,0.0,69.0,,3.0,,10290.0,90.0,RUE RAYNOUARD,8066,75016.0,75116,Paris 16e Arrondissement,75,75116000CD0013,2.27654,48.853525
33012,2023-560688,2023-05-16,235000.0,Appartement,0.0,15.0,,1.0,,15667.0,34.0,RUE ST DOMINIQUE,8529,75007.0,75107,Paris 7e Arrondissement,75,75107000AR0006,2.315467,48.860272
33014,2023-560689,2023-05-02,260000.0,Appartement,1.0,40.0,35.34,2.0,7357.0,6500.0,112.0,RUE DE SEVRES,8955,75015.0,75115,Paris 15e Arrondissement,75,75115000CW0040,2.312198,48.845739
33015,2023-560690,2023-05-19,35000.0,Appartement,0.0,7.0,6.24,1.0,5609.0,5000.0,14.0,RUE VULPIAN,9928,75013.0,75113,Paris 13e Arrondissement,75,75113000EQ0011,2.346293,48.831884
33016,2023-560690,2023-05-19,30000.0,Appartement,0.0,6.0,6.53,1.0,4594.0,5000.0,14.0,RUE VULPIAN,9928,75013.0,75113,Paris 13e Arrondissement,75,75113000EQ0011,2.346293,48.831884
33017,2023-560691,2023-04-27,620000.0,Appartement,1.0,68.0,69.66,4.0,8900.0,9118.0,55.0,RUE DE LA PROCESSION,7845,75015.0,75115,Paris 15e Arrondissement,75,75115000CL0006,2.309866,48.836658
33022,2023-560694,2023-05-17,29808.0,Appartement,0.0,6.0,,1.0,,4968.0,102.0,BD RICHARD LENOIR,8208,75011.0,75111,Paris 11e Arrondissement,75,75111000AR0021,2.372061,48.863508
33023,2023-560694,2023-05-17,29808.0,Appartement,0.0,6.0,,1.0,,4968.0,102.0,BD RICHARD LENOIR,8208,75011.0,75111,Paris 11e Arrondissement,75,75111000AR0021,2.372061,48.863508
33024,2023-560695,2023-04-25,251.0,Appartement,0.0,243.0,,7.0,,1.0,134.0,RUE DE GRENELLE,4314,75007.0,75107,Paris 7e Arrondissement,75,75107000AX0020,2.317883,48.857693
33025,2023-560695,2023-04-25,249.0,Appartement,0.0,241.0,,8.0,,1.0,134.0,RUE DE GRENELLE,4314,75007.0,75107,Paris 7e Arrondissement,75,75107000AX0020,2.317883,48.857693
33029,2023-560696,2023-05-12,947000.0,Appartement,1.0,85.0,85.16,4.0,11120.0,11141.0,37.0,AV DU GAL MICHEL BIZOT,4075,75012.0,75112,Paris 12e Arrondissement,75,75112000BR0022,2.399627,48.83425
33031,2023-560698,2023-05-04,334000.0,Appartement,1.0,34.0,32.31,1.0,10337.0,9824.0,24.0,RUE D ALLERAY,0212,75015.0,75115,Paris 15e Arrondissement,75,75115000AD0025,2.301636,48.837397
33036,2023-560700,2023-05-15,640000.0,Appartement,1.0,70.0,69.35,2.0,9229.0,9143.0,50.0,RUE DE LA SABLIERE,8446,75014.0,75114,Paris 14e Arrondissement,75,75114000CO0171,2.321301,48.832398
33039,2023-560702,2023-05-09,400000.0,Appartement,1.0,40.0,42.11,2.0,9499.0,10000.0,3.0,RUE ERARD,3313,75012.0,75112,Paris 12e Arrondissement,75,75112000CT0014,2.383851,48.845327
33040,2023-560703,2023-05-11,960000.0,Appartement,0.0,19.0,66.04,1.0,14537.0,50526.0,12.0,AV DES GOBELINS,4209,75005.0,75105,Paris 5e Arrondissement,75,75105000AV0054,2.350221,48.837514
33042,2023-560704,2023-04-28,212000.0,Appartement,0.0,17.0,18.04,1.0,11752.0,12471.0,16.0,RUE LACHARRIERE,5224,75011.0,75111,Paris 11e Arrondissement,75,75111000AZ0026,2.377797,48.861684
33043,2023-560705,2023-05-12,501887.0,Appartement,1.0,53.0,56.89,3.0,8822.0,9470.0,2.0,RUE DE CADIX,1409,75015.0,75115,Paris 15e Arrondissement,75,75115000BE0027,2.288311,48.834411
33049,2023-560706,2023-05-15,2197000.0,Appartement,4.0,150.0,173.0,4.0,12699.0,14647.0,13.0,RUE DE SIAM,8964,75016.0,75116,Paris 16e Arrondissement,75,75116000DI0062,2.274479,48.86198
33053,2023-560709,2023-05-11,50000.0,Appartement,0.0,75.0,,3.0,,667.0,35.0,RUE MATHURIN REGNIER,6174,75015.0,75115,Paris 15e Arrondissement,75,75115000CH0012,2.308392,48.839538
33057,2023-560712,2023-05-17,227000.0,Appartement,1.0,26.0,24.99,1.0,9084.0,8731.0,17.0,RUE MORERE,6551,75014.0,75114,Paris 14e Arrondissement,75,75114000CG0047,2.321576,48.824561
33065,2023-560714,2023-05-09,870000.0,Appartement,1.0,75.0,76.88,3.0,11316.0,11600.0,36.0,BD DU TEMPLE,9190,75011.0,75111,Paris 11e Arrondissement,75,75111000AN0016,2.36594,48.865411
33066,2023-560715,2023-05-10,449450.0,Appartement,0.0,45.0,44.16,2.0,10178.0,9988.0,4.0,RUE BEETHOVEN,0807,75016.0,75116,Paris 16e Arrondissement,75,75116000DQ0006,2.287611,48.858429
33068,2023-560716,2023-05-10,300000.0,Appartement,1.0,35.0,34.56,2.0,8681.0,8571.0,119.0,RUE DIDOT,2794,75014.0,75114,Paris 14e Arrondissement,75,75114000CX0015,2.315144,48.827497
33069,2023-560717,2023-05-16,205000.0,Appartement,1.0,17.0,17.35,1.0,11816.0,12059.0,36.0,RUE DE PICPUS,7402,75012.0,75112,Paris 12e Arrondissement,75,75112000CH0003,2.394402,48.844792
33071,2023-560718,2023-05-09,989000.0,Appartement,1.0,88.0,89.48,4.0,11053.0,11239.0,57.0,BD DE REUILLY,8174,75012.0,75112,Paris 12e Arrondissement,75,75112000BY0041,2.39818,48.839861
33075,2023-560720,2023-05-04,711605.0,Appartement,1.0,67.0,62.16,3.0,11448.0,10621.0,9.0,RUE VESALE,9719,75005.0,75105,Paris 5e Arrondissement,75,75105000AS0025,2.352688,48.837791
33077,2023-560721,2023-05-22,1150000.0,Appartement,1.0,81.0,82.43,4.0,13951.0,14198.0,4.0,RUE JULES CHAPLAIN,5065,75006.0,75106,Paris 6e Arrondissement,75,75106000AT0137,2.33056,48.843129
33081,2023-560724,2023-04-26,303500.0,Appartement,0.0,29.0,26.73,1.0,11354.0,10466.0,48.0,RUE BOISSONADE,1079,75014.0,75114,Paris 14e Arrondissement,75,75114000AD0016,2.331892,48.838556
33086,2023-560727,2023-05-09,529091.0,Appartement,1.0,72.0,120.75,3.0,4382.0,7348.0,10.0,BD AUGUSTE BLANQUI,0541,75013.0,75113,Paris 13e Arrondissement,75,75113000ET0004,2.353301,48.831127
33087,2023-560727,2023-05-09,440909.0,Appartement,1.0,60.0,20.0,2.0,22045.0,7348.0,10.0,BD AUGUSTE BLANQUI,0541,75013.0,75113,Paris 13e Arrondissement,75,75113000ET0004,2.353301,48.831127
33088,2023-560728,2023-04-26,258850.0,Appartement,0.0,30.0,18.93,1.0,13674.0,8628.0,76.0,AV LEDRU ROLLIN,5467,75012.0,75112,Paris 12e Arrondissement,75,75112000EV0021,2.374183,48.849305
33090,2023-560729,2023-05-02,381500.0,Appartement,1.0,37.0,38.05,1.0,10026.0,10311.0,281.0,RUE DU FBG ST ANTOINE,3514,75011.0,75111,Paris 11e Arrondissement,75,75111000CS0048,2.389742,48.849772
33091,2023-560730,2023-04-27,3374800.0,Appartement,1.0,245.0,245.54,5.0,13744.0,13775.0,8.0,BD EMILE AUGIER,3207,75016.0,75116,Paris 16e Arrondissement,75,75116000DN0017,2.273745,48.858754
33093,2023-560731,2023-05-11,575500.0,Appartement,1.0,48.0,48.33,2.0,11908.0,11990.0,19.0,RUE DE LOURMEL,5814,75015.0,75115,Paris 15e Arrondissement,75,75115000DX0040,2.291748,48.849155
33097,2023-560732,2023-05-22,1030000.0,Appartement,1.0,107.0,,5.0,,9626.0,37.0,SQ ST CHARLES,8514,75012.0,75112,Paris 12e Arrondissement,75,75112000CP0020,2.389925,48.847186
33101,2023-560734,2023-05-10,420280.0,Appartement,1.0,48.0,,2.0,,8756.0,15.0,BD DE PICPUS,7401,75012.0,75112,Paris 12e Arrondissement,75,75112000BZ0038,2.400572,48.841828
33105,2023-560735,2023-05-17,465000.0,Appartement,1.0,50.0,47.92,2.0,9704.0,9300.0,49.0,RUE GEOFFROY ST HILAIRE,4108,75005.0,75105,Paris 5e Arrondissement,75,75105000AK0112,2.355016,48.842718
33106,2023-560736,2023-05-10,1539500.0,Appartement,1.0,114.0,116.1,4.0,13260.0,13504.0,31.0,AV DUQUESNE,3023,75007.0,75107,Paris 7e Arrondissement,75,75107000BR0030,2.309863,48.852458
33108,2023-560737,2023-05-17,1272400.0,Appartement,1.0,100.0,107.19,4.0,11871.0,12724.0,58.0,RUE MONGE,6432,75005.0,75105,Paris 5e Arrondissement,75,75105000AJ0124,2.352151,48.844383
33113,2023-560738,2023-04-28,381567.0,Appartement,2.0,70.0,68.13,3.0,5601.0,5451.0,63.0,RUE DE LA CROIX NIVERT,2459,75015.0,75115,Paris 15e Arrondissement,75,75115000BX0015,2.297087,48.844184
33114,2023-560738,2023-04-28,474233.0,Appartement,1.0,87.0,,3.0,,5451.0,63.0,RUE DE LA CROIX NIVERT,2459,75015.0,75115,Paris 15e Arrondissement,75,75115000BX0015,2.297087,48.844184
33115,2023-560739,2023-05-17,121470.0,Appartement,1.0,29.0,30.74,1.0,3952.0,4189.0,53.0,RUE LIANCOURT,5653,75014.0,75114,Paris 14e Arrondissement,75,75114000CN0049,2.324924,48.834551
33118,2023-560739,2023-05-17,209430.0,Appartement,1.0,50.0,,2.0,,4189.0,53.0,RUE LIANCOURT,5653,75014.0,75114,Paris 14e Arrondissement,75,75114000CN0049,2.324924,48.834551
33119,2023-560740,2023-05-12,464400.0,Appartement,0.0,40.0,40.8,2.0,11382.0,11610.0,17.0,RUE DES BLUETS,1026,75011.0,75111,Paris 11e Arrondissement,75,75111000AV0024,2.38266,48.864837
33121,2023-560742,2023-05-10,430000.0,Appartement,0.0,48.0,42.82,3.0,10042.0,8958.0,25.0,RUE CAILLAUX,1423,75013.0,75113,Paris 13e Arrondissement,75,75113000DT0009,2.359887,48.822243
33122,2023-560743,2023-05-04,367500.0,Appartement,0.0,28.0,25.5,2.0,14412.0,13125.0,11.0,RUE JEAN DE BEAUVAIS,4877,75005.0,75105,Paris 5e Arrondissement,75,75105000BO0055,2.347075,48.849296
33123,2023-560744,2023-05-22,360000.0,Appartement,1.0,38.0,42.95,2.0,8382.0,9474.0,79.0,RUE BRILLAT SAVARIN,1300,75013.0,75113,Paris 13e Arrondissement,75,75113000DK0001,2.342071,48.823821
33125,2023-560745,2023-05-17,510000.0,Appartement,1.0,55.0,58.72,3.0,8685.0,9273.0,96.0,RUE JEAN PIERRE TIMBAUD,4939,75011.0,75111,Paris 11e Arrondissement,75,75111000AK0016,2.378151,48.867627
33127,2023-560746,2023-05-16,148000.0,Appartement,0.0,12.0,,1.0,,12333.0,22.0,RUE JULES CESAR,5063,75012.0,75112,Paris 12e Arrondissement,75,75112000EO0024,2.370434,48.848795
33128,2023-560747,2023-05-12,800000.0,Appartement,1.0,63.0,,2.0,,12698.0,6.0,AV VION WHITCOMB,9874,75016.0,75116,Paris 16e Arrondissement,75,75116000CN0016,2.270012,48.856253
33130,2023-560748,2023-05-17,67000.0,Appartement,0.0,10.0,,1.0,,6700.0,89.0,RUE DE LA CONVENTION,2300,75015.0,75115,Paris 15e Arrondissement,75,75115000EN0013,2.286156,48.842113
33132,2023-560750,2023-05-04,235000.0,Appartement,0.0,18.0,21.48,2.0,10940.0,13056.0,1.0,RUE LIANCOURT,5653,75014.0,75114,Paris 14e Arrondissement,75,75114000CM0042,2.328331,48.83342
33133,2023-560751,2023-05-12,217000.0,Appartement,1.0,19.0,19.97,1.0,10866.0,11421.0,19.0,RUE SEDAINE,8901,75011.0,75111,Paris 11e Arrondissement,75,75111000BH0079,2.3728,48.856524
33136,2023-560753,2023-04-27,427500.0,Appartement,1.0,48.0,47.51,2.0,8998.0,8906.0,155.0,RUE DE GRENELLE,4314,75007.0,75107,Paris 7e Arrondissement,75,75107000BY0090,2.307019,48.857664
33139,2023-560755,2023-04-26,402522.0,Appartement,1.0,43.0,,2.0,,9361.0,15.0,BD SOULT,9047,75012.0,75112,Paris 12e Arrondissement,75,75112000AX0053,2.407136,48.836514
33141,2023-560756,2023-04-26,323810.0,Appartement,0.0,50.0,,3.0,,6476.0,30.0,RUE REGNAULT,8100,75013.0,75113,Paris 13e Arrondissement,75,75113000CI0014,2.376709,48.824778
33143,2023-560757,2023-04-25,1790000.0,Appartement,1.0,143.0,,6.0,,12517.0,4.0,RUE DONIZETTI,2896,75016.0,75116,Paris 16e Arrondissement,75,75116000BQ0098,2.265373,48.848098
33144,2023-560758,2023-04-28,437847.0,Appartement,1.0,39.0,,2.0,,11227.0,40.0,RUE SEDAINE,8901,75011.0,75111,Paris 11e Arrondissement,75,75111000BZ0005,2.374839,48.856639
33146,2023-560759,2023-05-09,2035000.0,Appartement,0.0,120.0,134.63,3.0,15116.0,16958.0,28.0,RUE DE VARENNE,9597,75007.0,75107,Paris 7e Arrondissement,75,75107000AL0098,2.324675,48.854008
33148,2023-560760,2023-05-10,165000.0,Appartement,1.0,22.0,18.8,1.0,8777.0,7500.0,19.0,RUE BELLIER DEDOUVRE,0841,75013.0,75113,Paris 13e Arrondissement,75,75113000DN0086,2.350638,48.82522
33150,2023-560761,2023-05-16,295000.0,Appartement,0.0,41.0,38.35,2.0,7692.0,7195.0,11.0,RUE D ODESSA,6875,75014.0,75114,Paris 14e Arrondissement,75,75114000AH0032,2.324787,48.842399
33155,2023-560762,2023-05-09,5700000.0,Appartement,2.0,230.0,234.11,8.0,24348.0,24783.0,3.0,AV BOSQUET,1119,75007.0,75107,Paris 7e Arrondissement,75,75107000CN0026,2.302656,48.86171
33158,2023-560763,2023-05-16,500000.0,Appartement,0.0,54.0,,2.0,,9259.0,48.0,RUE SERVAN,8941,75011.0,75111,Paris 11e Arrondissement,75,75111000AX0009,2.382293,48.862573
33159,2023-560764,2023-05-23,630000.0,Appartement,0.0,34.0,42.64,3.0,14775.0,18529.0,6.0,PL DU PALAIS BOURBON,7008,75007.0,75107,Paris 7e Arrondissement,75,75107000AR0018,2.317567,48.860416
33160,2023-560765,2023-05-25,610900.0,Appartement,0.0,64.0,59.58,3.0,10253.0,9545.0,12.0,RUE IMMEUBLES INDUSTRIELS,4700,75011.0,75111,Paris 11e Arrondissement,75,75111000CP0101,2.392387,48.849726
33161,2023-560766,2023-05-24,510000.0,Appartement,1.0,58.0,58.73,3.0,8684.0,8793.0,34.0,RUE DOMBASLE,2890,75015.0,75115,Paris 15e Arrondissement,75,75115000AL0018,2.298558,48.835511
33163,2023-560767,2023-05-22,451000.0,Appartement,0.0,45.0,43.62,3.0,10339.0,10022.0,19.0,RUE ALPHAND,0227,75013.0,75113,Paris 13e Arrondissement,75,75113000EE0009,2.348067,48.828221
33167,2023-560769,2023-05-11,1217000.0,Appartement,1.0,113.0,,3.0,,10770.0,9.0,SQ LAMARTINE,5292,75016.0,75116,Paris 16e Arrondissement,75,75116000EB0002,2.27556,48.864656
33172,2023-560772,2023-01-06,138000.0,Appartement,0.0,14.0,14.86,1.0,9287.0,9857.0,60.0,RUE DE LA SANTE,8809,75014.0,75114,Paris 14e Arrondissement,75,75114000AT0058,2.341007,48.830946
33175,2023-560773,2023-04-24,2995000.0,Appartement,3.0,169.0,160.1,4.0,18707.0,17722.0,6.0,AV ELISEE RECLUS,3188,75007.0,75107,Paris 7e Arrondissement,75,75107000CH0031,2.29706,48.858423
33178,2023-560774,2023-05-17,255000.0,Appartement,1.0,27.0,24.07,1.0,10594.0,9444.0,104.0,RUE DE LA ROQUETTE,8358,75011.0,75111,Paris 11e Arrondissement,75,75111000BY0045,2.377704,48.856489
33179,2023-560775,2023-05-15,595000.0,Appartement,0.0,42.0,46.46,1.0,12807.0,14167.0,33.0,AV FOCH,3696,75016.0,75116,Paris 16e Arrondissement,75,75116000FD0013,2.286709,48.871955
33182,2023-560776,2023-04-27,381000.0,Appartement,1.0,45.0,46.2,2.0,8247.0,8467.0,3.0,RUE DE WATTIGNIES,9952,75012.0,75112,Paris 12e Arrondissement,75,75112000BT0053,2.392279,48.837061
33183,2023-560777,2023-05-03,480500.0,Appartement,1.0,50.0,48.34,3.0,9940.0,9610.0,6.0,RUE DU MOULIN VERT,6606,75014.0,75114,Paris 14e Arrondissement,75,75114000CJ0013,2.325534,48.829451
33185,2023-560778,2023-05-24,526151.0,Appartement,2.0,42.0,41.99,2.0,12530.0,12527.0,16.0,RUE SAINT MAUR,8699,75011.0,75111,Paris 11e Arrondissement,75,75111000BO0102,2.382761,48.860097
33188,2023-560779,2023-04-24,630000.0,Appartement,1.0,63.0,60.33,3.0,10443.0,10000.0,2.0,RUE DE MIRBEL,6383,75005.0,75105,Paris 5e Arrondissement,75,75105000AT0004,2.352626,48.840816
33190,2023-560780,2023-04-28,130312.0,Appartement,0.0,16.0,,1.0,,8144.0,11.0,RUE DUGOMMIER,2966,75012.0,75112,Paris 12e Arrondissement,75,75112000CC0032,2.390823,48.83984
33191,2023-560781,2023-05-05,615000.0,Appartement,1.0,43.0,,2.0,,14302.0,11.0,RUE SEDILLOT,8903,75007.0,75107,Paris 7e Arrondissement,75,75107000CJ0042,2.302177,48.858776
33193,2023-560782,2023-05-17,577700.0,Appartement,0.0,70.0,63.67,3.0,9073.0,8253.0,175.0,BD BRUNE,1333,75014.0,75114,Paris 14e Arrondissement,75,75114000CG0060,2.322883,48.824102
33195,2023-560783,2023-05-15,1105000.0,Appartement,1.0,100.0,,4.0,,11050.0,40.0,RUE MICHEL ANGE,6324,75016.0,75116,Paris 16e Arrondissement,75,75116000AO0005,2.261127,48.844887
33197,2023-560784,2023-05-16,552000.0,Appartement,1.0,65.0,54.02,3.0,10218.0,8492.0,67.0,RUE DE LA FEDERATION,3541,75015.0,75115,Paris 15e Arrondissement,75,75115000DM0037,2.296666,48.85331
33199,2023-560785,2023-05-11,439440.0,Appartement,1.0,37.0,40.05,2.0,10972.0,11877.0,12.0,RUE CLAUDE LORRAIN,2078,75016.0,75116,Paris 16e Arrondissement,75,75116000AQ0052,2.262001,48.841124
33200,2023-560786,2023-04-28,500.0,Appartement,0.0,24.0,,1.0,,21.0,52.0,RUE JACOB,4771,75006.0,75106,Paris 6e Arrondissement,75,75106000BM0023,2.332678,48.856226
33204,2023-560789,2023-05-16,476807.0,Appartement,0.0,43.0,43.54,3.0,10951.0,11089.0,148.0,AV PARMENTIER,7067,75011.0,75111,Paris 11e Arrondissement,75,75111000AC0045,2.371503,48.869846
33207,2023-560791,2023-05-12,425000.0,Appartement,1.0,49.0,47.35,2.0,8976.0,8673.0,61.0,BD MURAT,6639,75016.0,75116,Paris 16e Arrondissement,75,75116000AY0013,2.256485,48.842631
33210,2023-560793,2023-02-15,722000.0,Appartement,1.0,58.0,58.9,2.0,12258.0,12448.0,3.0,RUE DU FER A MOULIN,3573,75005.0,75105,Paris 5e Arrondissement,75,75105000AS0005,2.355849,48.839347
33212,2023-560794,2023-04-26,1091315.0,Appartement,1.0,90.0,97.52,3.0,11191.0,12126.0,24.0,RUE DU MOULIN DE LA POINTE,6589,75013.0,75113,Paris 13e Arrondissement,75,75113000DV0234,2.35638,48.823485
33214,2023-560795,2023-05-17,286530.0,Appartement,0.0,30.0,31.24,2.0,9172.0,9551.0,105.0,RUE DE JAVEL,4843,75015.0,75115,Paris 15e Arrondissement,75,75115000EM0031,2.286352,48.844053
33215,2023-560796,2023-05-15,469384.0,Appartement,1.0,40.0,,3.0,,11735.0,41.0,RUE MATHURIN REGNIER,6174,75015.0,75115,Paris 15e Arrondissement,75,75115000CH0026,2.308685,48.839005
33216,2023-560796,2023-05-15,551527.0,Appartement,1.0,47.0,,3.0,,11735.0,41.0,RUE MATHURIN REGNIER,6174,75015.0,75115,Paris 15e Arrondissement,75,75115000CH0026,2.308685,48.839005
33219,2023-560796,2023-05-15,328569.0,Appartement,1.0,28.0,122.29,2.0,2687.0,11735.0,41.0,RUE MATHURIN REGNIER,6174,75015.0,75115,Paris 15e Arrondissement,75,75115000CH0026,2.308685,48.839005
33221,2023-560797,2023-04-25,780000.0,Appartement,0.0,88.0,,4.0,,8864.0,14.0,PL ETIENNE PERNET,3396,75015.0,75115,Paris 15e Arrondissement,75,75115000EK0030,2.291844,48.84331
33224,2023-560798,2023-05-11,350145.0,Appartement,1.0,103.0,,5.0,,3399.0,9.0,PL DE RUNGIS,8439,75013.0,75113,Paris 13e Arrondissement,75,75113000DI0032,2.345811,48.821622
33226,2023-560799,2023-05-10,598005.0,Appartement,0.0,58.0,55.25,3.0,10824.0,10310.0,61.0,RUE LETELLIER,5626,75015.0,75115,Paris 15e Arrondissement,75,75115000DF0087,2.299253,48.84699
33227,2023-560800,2023-05-10,1201923.0,Appartement,0.0,61.0,61.29,3.0,19610.0,19704.0,5.0,PL SAINT SULPICE,8771,75006.0,75106,Paris 6e Arrondissement,75,75106000AI0045,2.334313,48.850354
33229,2023-560801,2023-05-16,685000.0,Appartement,1.0,60.0,59.91,2.0,11434.0,11417.0,116.0,RUE DE REUILLY,8175,75012.0,75112,Paris 12e Arrondissement,75,75112000CA0027,2.394501,48.840226
33231,2023-560802,2023-05-23,19000.0,Appartement,0.0,38.0,23.07,2.0,824.0,500.0,10.0,RUE ROYER-COLLARD,8421,75005.0,75105,Paris 5e Arrondissement,75,75105000BI0037,2.342114,48.845922
33232,2023-560803,2023-05-22,413000.0,Appartement,1.0,40.0,40.03,2.0,10317.0,10325.0,12.0,RUE GEOFFROY ST HILAIRE,4108,75005.0,75105,Paris 5e Arrondissement,75,75105000AR0068,2.357016,48.83938
33234,2023-560804,2023-05-22,1602000.0,Appartement,1.0,125.0,131.58,5.0,12175.0,12816.0,40.0,BD DU MONTPARNASSE,6522,75015.0,75115,Paris 15e Arrondissement,75,75115000CR0069,2.320357,48.844745
33237,2023-560806,2023-05-02,458260.0,Appartement,1.0,47.0,46.6,3.0,9834.0,9750.0,42.0,RUE SEDAINE,8901,75011.0,75111,Paris 11e Arrondissement,75,75111000BZ0006,2.375157,48.856797
33267,2023-560808,2023-05-16,424000.0,Appartement,1.0,49.0,44.42,2.0,9545.0,8653.0,73.0,AV PHILIPPE AUGUSTE,7380,75011.0,75111,Paris 11e Arrondissement,75,75111000CK0058,2.391614,48.854111
33269,2023-560809,2023-05-22,149760.0,Appartement,0.0,14.0,14.43,1.0,10378.0,10697.0,4.0,RUE JUGE,5052,75015.0,75115,Paris 15e Arrondissement,75,75115000DK0039,2.291372,48.850221
33270,2023-560810,2023-05-11,390000.0,Appartement,0.0,62.0,47.6,3.0,8193.0,6290.0,14.0,BD DE REUILLY,8174,75012.0,75112,Paris 12e Arrondissement,75,75112000CB0084,2.390854,48.838763
33273,2023-560811,2023-05-17,350000.0,Appartement,0.0,48.0,,1.0,,7292.0,11.0,RUE LECUIROT,5459,75014.0,75114,Paris 14e Arrondissement,75,75114000CS0090,2.320702,48.828914
33274,2023-560812,2023-05-09,600000.0,Appartement,1.0,58.0,,3.0,,10345.0,87.0,RUE DE LA CONVENTION,2300,75015.0,75115,Paris 15e Arrondissement,75,75115000EN0010,2.286026,48.842184
33276,2023-560813,2023-05-22,250000.0,Appartement,1.0,35.0,33.6,1.0,7440.0,7143.0,6.0,BD JOURDAN,5037,75014.0,75114,Paris 14e Arrondissement,75,75114000AZ0052,2.34323,48.82017
33280,2023-560815,2023-05-22,258000.0,Appartement,0.0,29.0,27.54,2.0,9368.0,8897.0,5.0,RUE COUCHE,2371,75014.0,75114,Paris 14e Arrondissement,75,75114000BU0099,2.330854,48.827543
33283,2023-560816,2023-05-16,860000.0,Appartement,2.0,89.0,90.06,4.0,9549.0,9663.0,8.0,RUE JEANNE D ARC,4930,75013.0,75113,Paris 13e Arrondissement,75,75113000BH0079,2.369933,48.829241
33286,2023-560818,2023-05-24,505000.0,Appartement,1.0,47.0,,3.0,,10745.0,4.0,RUE ALASSEUR,0110,75015.0,75115,Paris 15e Arrondissement,75,75115000DH0015,2.29773,48.851193
33290,2023-560820,2023-05-17,2152000.0,Appartement,1.0,165.0,152.89,5.0,14075.0,13042.0,50.0,AV DES TILLEULS,9312,75016.0,75116,Paris 16e Arrondissement,75,75116000BR0055,2.263397,48.851919
33293,2023-560822,2023-05-10,300000.0,Appartement,1.0,34.0,36.7,2.0,8174.0,8824.0,166.0,RUE DE LA CONVENTION,2300,75015.0,75115,Paris 15e Arrondissement,75,75115000BO0020,2.293059,48.838528
33295,2023-560823,2023-05-09,855000.0,Appartement,1.0,64.0,,3.0,,13359.0,11.0,RUE DE LILLE,5686,75007.0,75107,Paris 7e Arrondissement,75,75107000AC0030,2.331309,48.857786
33296,2023-560824,2023-05-09,1229947.0,Appartement,2.0,100.0,94.95,2.0,12954.0,12299.0,44.0,RUE DU CHERCHE-MIDI,1978,75006.0,75106,Paris 6e Arrondissement,75,75106000BE0043,2.326012,48.849656
33299,2023-560824,2023-05-09,1070053.0,Appartement,1.0,87.0,27.41,3.0,39039.0,12299.0,42.0,RUE DU CHERCHE-MIDI,1978,75006.0,75106,Paris 6e Arrondissement,75,75106000BE0045,2.326077,48.849882
33302,2023-560825,2023-05-02,780000.0,Appartement,1.0,55.0,78.48,4.0,9939.0,14182.0,117.0,BD DU MONTPARNASSE,6522,75006.0,75106,Paris 6e Arrondissement,75,75106000AT0098,2.330307,48.842021
33304,2023-560826,2023-04-26,940000.0,Appartement,1.0,85.0,86.0,4.0,10930.0,11059.0,35.0,RUE MATHURIN REGNIER,6174,75015.0,75115,Paris 15e Arrondissement,75,75115000CH0012,2.308392,48.839538
33308,2023-560827,2023-05-16,212000.0,Appartement,1.0,24.0,25.06,2.0,8460.0,8833.0,16.0,RUE ALEXANDRE DUMAS,0155,75011.0,75111,Paris 11e Arrondissement,75,75111000CR0007,2.390618,48.853002
33309,2023-560828,2023-05-22,1070000.0,Appartement,2.0,104.0,105.98,3.0,10096.0,10288.0,36.0,RUE DESAIX,2713,75015.0,75115,Paris 15e Arrondissement,75,75115000DP0018,2.292009,48.85236
33314,2023-560830,2023-05-17,454550.0,Appartement,1.0,38.0,43.75,2.0,10390.0,11962.0,30.0,RUE DE WATTIGNIES,9952,75012.0,75112,Paris 12e Arrondissement,75,75112000BS0014,2.395218,48.83585
33315,2023-560831,2023-05-02,120000.0,Appartement,0.0,16.0,9.37,1.0,12807.0,7500.0,117.0,BD DU MONTPARNASSE,6522,75006.0,75106,Paris 6e Arrondissement,75,75106000AT0098,2.330307,48.842021
33316,2023-560831,2023-05-02,150000.0,Appartement,0.0,20.0,18.17,1.0,8255.0,7500.0,117.0,BD DU MONTPARNASSE,6522,75006.0,75106,Paris 6e Arrondissement,75,75106000AT0098,2.330307,48.842021
33319,2023-560833,2023-04-28,4285000.0,Appartement,4.0,354.0,354.35,7.0,12093.0,12105.0,4.0,RUE VERDI,9667,75016.0,75116,Paris 16e Arrondissement,75,75116000DG0037,2.273111,48.860526
33325,2023-560834,2023-05-09,331410.0,Appartement,0.0,36.0,35.08,1.0,9447.0,9206.0,51.0,RUE DE LA GLACIERE,4201,75013.0,75113,Paris 13e Arrondissement,75,75113000EP0007,2.344941,48.83239
33327,2023-560835,2023-05-12,290000.0,Appartement,1.0,24.0,24.92,2.0,11637.0,12083.0,18.0,RUE ROLLIN,8329,75005.0,75105,Paris 5e Arrondissement,75,75105000AJ0038,2.349981,48.844909
