,id_mutation,date_mutation,prix,type_local,nombre_dependances,surface_reelle_bati,surface_carrez,nombre_pieces_principales,prix_au_m2_carrez,prix_au_m2_reel,adresse_numero,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,longitude,latitude
29285,2023-561318,2023-06-05,398000.0,Appartement,1.0,49.0,41.2,1.0,9660.0,8122.0,37.0,BD MURAT,6639,75016.0,75116,Paris 16e Arrondissement,75,75116000AY0036,2.25791,48.844327
29286,2023-561319,2023-05-10,645000.0,Appartement,0.0,61.0,68.75,2.0,9382.0,10574.0,34.0,BD DE GRENELLE,4310,75015.0,75115,Paris 15e Arrondissement,75,75115000DK0023,2.29075,48.851861
29287,2023-561320,2023-05-31,510000.0,Appartement,2.0,41.0,48.0,3.0,10625.0,12439.0,8.0,RUE D ARSONVAL,0475,75015.0,75115,Paris 15e Arrondissement,75,75115000CJ0063,2.314116,48.8401
29290,2023-561321,2023-05-24,538000.0,Appartement,1.0,60.0,60.26,3.0,8928.0,8967.0,24.0,BD DE REUILLY,8174,75012.0,75112,Paris 12e Arrondissement,75,75112000CB0062,2.392346,48.838634
29293,2023-561322,2023-06-05,330000.0,Appartement,1.0,28.0,28.15,2.0,11723.0,11786.0,97.0,RUE DE CHARONNE,1888,75011.0,75111,Paris 11e Arrondissement,75,75111000BW0090,2.383267,48.854636
29294,2023-561323,2023-05-12,550000.0,Appartement,0.0,66.0,,3.0,,8333.0,107.0,AV DE CHOISY,2015,75013.0,75113,Paris 13e Arrondissement,75,75113000DX0044,2.359743,48.825229
29297,2023-561326,2023-05-25,480000.0,Appartement,2.0,64.0,61.7,3.0,7780.0,7500.0,17.0,RUE DES MARGUETTES,6061,75012.0,75112,Paris 12e Arrondissement,75,75112000AH0016,2.407413,48.843746
29300,2023-561327,2023-05-25,918000.0,Appartement,1.0,81.0,,3.0,,11333.0,14.0,RUE AUGEREAU,0535,75007.0,75107,Paris 7e Arrondissement,75,75107000CD0023,2.301827,48.857135
29301,2023-561328,2023-05-15,604800.0,Appartement,2.0,51.0,50.13,2.0,12065.0,11859.0,117.0,RUE DU THEATRE,9230,75015.0,75115,Paris 15e Arrondissement,75,75115000EF0064,2.295958,48.84616
29305,2023-561331,2023-05-31,514526.0,Appartement,0.0,42.0,42.35,2.0,12149.0,12251.0,76.0,AV LEDRU ROLLIN,5467,75012.0,75112,Paris 12e Arrondissement,75,75112000EV0021,2.374183,48.849305
29308,2023-561332,2023-05-24,875000.0,Appartement,2.0,73.0,71.12,3.0,12303.0,11986.0,10.0,RUE EUGENE DELACROIX,3409,75016.0,75116,Paris 16e Arrondissement,75,75116000DJ0103,2.277755,48.862946
29310,2023-561333,2023-05-24,384800.0,Appartement,1.0,28.0,32.74,2.0,11753.0,13743.0,19.0,RUE MONSIEUR,6442,75007.0,75107,Paris 7e Arrondissement,75,75107000BF0017,2.316983,48.850326
29311,2023-561334,2023-05-31,500.0,Appartement,0.0,45.0,,2.0,,11.0,82.0,RUE D ALESIA,0143,75014.0,75114,Paris 14e Arrondissement,75,75114000CI0041,2.324457,48.828921
29313,2023-561335,2023-05-25,860576.0,Appartement,1.0,90.0,,3.0,,9562.0,19.0,RUE DE TOUL,9353,75012.0,75112,Paris 12e Arrondissement,75,75112000AS0014,2.402124,48.838737
29314,2023-561336,2023-05-17,250000.0,Appartement,0.0,28.0,,1.0,,8929.0,111.0,RUE DE LA SANTE,8809,75013.0,75113,Paris 13e Arrondissement,75,75113000EI0012,2.342382,48.829101
29315,2023-561337,2023-05-22,685000.0,Appartement,2.0,63.0,62.64,2.0,10936.0,10873.0,9.0,BD JULES FERRY,5081,75011.0,75111,Paris 11e Arrondissement,75,75111000AA0030,2.367828,48.867159
29318,2023-561338,2023-05-09,256500.0,Appartement,1.0,24.0,21.25,2.0,12071.0,10688.0,11.0,PAS JEAN NICOT,4934,75007.0,75107,Paris 7e Arrondissement,75,75107000BZ0049,2.307993,48.858985
29320,2023-561339,2023-05-22,340000.0,Appartement,0.0,30.0,29.34,1.0,11588.0,11333.0,22.0,RUE DE PONTOISE,7621,75005.0,75105,Paris 5e Arrondissement,75,75105000AC0015,2.351371,48.849286
29321,2023-561340,2023-06-05,192000.0,Appartement,2.0,22.0,24.06,2.0,7980.0,8727.0,29.0,RUE DE WATTIGNIES,9952,75012.0,75112,Paris 12e Arrondissement,75,75112000BW0019,2.395065,48.836275
29324,2023-561341,2023-05-30,492550.0,Appartement,2.0,38.0,,2.0,,12962.0,25.0,RUE BREA,1263,75006.0,75106,Paris 6e Arrondissement,75,75106000AT0068,2.329986,48.842427
29328,2023-561342,2023-05-10,160000.0,Appartement,1.0,15.0,16.93,1.0,9451.0,10667.0,107.0,BD DE L HOPITAL,4649,75013.0,75113,Paris 13e Arrondissement,75,75113000AN0006,2.35997,48.836606
29329,2023-561343,2023-05-24,406000.0,Appartement,0.0,40.0,39.88,2.0,10181.0,10150.0,123.0,BD SAINT MICHEL,8705,75005.0,75105,Paris 5e Arrondissement,75,75105000BG0012,2.338771,48.842761
29330,2023-561344,2023-05-31,35000.0,Appartement,0.0,21.0,,1.0,,1667.0,16.0,RUE AGAR,0088,75016.0,75116,Paris 16e Arrondissement,75,75116000BZ0051,2.273974,48.850998
29331,2023-561345,2023-05-30,365000.0,Appartement,1.0,50.0,49.03,3.0,7444.0,7300.0,3.0,RUE CAMILLE CRESPIN DU GAST,2434,75011.0,75111,Paris 11e Arrondissement,75,75111000AV0043,2.381787,48.86629
29334,2023-561347,2023-05-05,233730.0,Appartement,1.0,21.0,21.17,1.0,11041.0,11130.0,56.0,RUE FALGUIERE,3498,75015.0,75115,Paris 15e Arrondissement,75,75115000CJ0074,2.31334,48.841208
29336,2023-561348,2023-05-26,250000.0,Appartement,0.0,30.0,28.33,2.0,8825.0,8333.0,46.0,BD GARIBALDI,3957,75015.0,75115,Paris 15e Arrondissement,75,75115000CX0042,2.305651,48.846434
29337,2023-561349,2023-05-11,145400.0,Appartement,0.0,22.0,22.84,1.0,6366.0,6609.0,10.0,RUE FULTON,3882,75013.0,75113,Paris 13e Arrondissement,75,75113000AE0058,2.370477,48.838595
29338,2023-561350,2023-05-12,1575000.0,Appartement,0.0,90.0,93.16,4.0,16906.0,17500.0,9.0,RUE DE MONTTESSUY,6535,75007.0,75107,Paris 7e Arrondissement,75,75107000CI0047,2.298856,48.85924
29339,2023-561351,2023-05-30,360000.0,Appartement,0.0,30.0,28.32,1.0,12712.0,12000.0,17.0,RUE OLIVIER DE SERRES,6889,75015.0,75115,Paris 15e Arrondissement,75,75115000AE0063,2.297714,48.836227
29340,2023-561352,2023-05-25,400000.0,Appartement,1.0,35.0,,2.0,,11429.0,11.0,RUE AUGUSTE BARBIER,0537,75011.0,75111,Paris 11e Arrondissement,75,75111000AC0035,2.371287,48.869026
29342,2023-561353,2023-05-23,1620000.0,Appartement,1.0,120.0,122.41,4.0,13234.0,13500.0,62.0,RUE MONGE,6432,75005.0,75105,Paris 5e Arrondissement,75,75105000AJ0155,2.351964,48.844064
29344,2023-561354,2023-06-05,74600.0,Appartement,0.0,6.0,,1.0,,12433.0,6.0,RUE STANISLAS,9070,75006.0,75106,Paris 6e Arrondissement,75,75106000AW0054,2.328352,48.844247
29345,2023-561355,2023-05-26,590000.0,Appartement,1.0,57.0,58.25,2.0,10129.0,10351.0,4.0,BD EXELMANS,3465,75016.0,75116,Paris 16e Arrondissement,75,75116000AG0024,2.267233,48.840382
29347,2023-561356,2023-05-26,888113.0,Appartement,0.0,59.0,,3.0,,15053.0,14.0,RUE DUBAN,2940,75016.0,75116,Paris 16e Arrondissement,75,75116000CI0058,2.278002,48.857047
29348,2023-561357,2023-05-17,234090.0,Appartement,1.0,26.0,26.03,1.0,8993.0,9003.0,9.0,RUE BARRAULT,0679,75013.0,75113,Paris 13e Arrondissement,75,75113000EC0003,2.347875,48.82893
29350,2023-561358,2023-05-26,270000.0,Appartement,0.0,34.0,36.17,2.0,7465.0,7941.0,4.0,RUE PAUL BERT,7123,75011.0,75111,Paris 11e Arrondissement,75,75111000CT0036,2.384712,48.851107
29351,2023-561359,2023-05-30,300000.0,Appartement,2.0,33.0,,1.0,,9091.0,29.0,RUE DAMESME,2526,75013.0,75113,Paris 13e Arrondissement,75,75113000DV0104,2.355889,48.823439
29356,2023-561363,2023-05-16,312000.0,Appartement,0.0,30.0,32.51,3.0,9597.0,10400.0,36.0,RUE FREMICOURT,3854,75015.0,75115,Paris 15e Arrondissement,75,75115000DF0071,2.300031,48.847459
29359,2023-561365,2023-05-10,385390.0,Appartement,1.0,33.0,32.71,2.0,11782.0,11678.0,16.0,RUE BOYER BARRET,1242,75014.0,75114,Paris 14e Arrondissement,75,75114000CQ0094,2.317914,48.832456
29360,2023-561366,2023-06-01,339600.0,Appartement,1.0,35.0,35.38,1.0,9599.0,9703.0,31.0,AV DU GAL MICHEL BIZOT,4075,75012.0,75112,Paris 12e Arrondissement,75,75112000BR0034,2.399461,48.833996
29362,2023-561367,2023-05-12,410000.0,Appartement,1.0,27.0,25.16,2.0,16296.0,15185.0,11.0,PAS LANDRIEU,5317,75007.0,75107,Paris 7e Arrondissement,75,75107000CK0050,2.304111,48.859725
29365,2023-561368,2023-05-25,415000.0,Appartement,1.0,35.0,43.07,2.0,9635.0,11857.0,118.0,AV DU MAINE,5922,75014.0,75114,Paris 14e Arrondissement,75,75114000DR0084,2.323251,48.83587
29366,2023-561369,2023-05-17,448850.0,Appartement,1.0,40.0,38.13,2.0,11772.0,11221.0,14.0,BD DES FILLES CALVAIRE,3642,75011.0,75111,Paris 11e Arrondissement,75,75111000BD0002,2.367481,48.861391
29368,2023-561370,2023-05-23,398000.0,Appartement,1.0,43.0,43.51,2.0,9147.0,9256.0,204.0,RUE DE TOLBIAC,9337,75013.0,75113,Paris 13e Arrondissement,75,75113000EE0077,2.347037,48.826022
29371,2023-561371,2023-05-17,253000.0,Appartement,1.0,30.0,30.67,1.0,8249.0,8433.0,103.0,AV DU GENERAL LECLERC,4063,75014.0,75114,Paris 14e Arrondissement,75,75114000BW0033,2.326892,48.825672
29372,2023-561372,2023-05-09,150000.0,Appartement,0.0,9.0,11.94,0.0,12563.0,16667.0,2.0,RUE NICOLAS CHARLET,6753,75015.0,75115,Paris 15e Arrondissement,75,75115000CS0048,2.313532,48.843015
29373,2023-561374,2023-05-12,444300.0,Appartement,1.0,41.0,48.99,2.0,9069.0,10837.0,8.0,RUE SEVERO,8949,75014.0,75114,Paris 14e Arrondissement,75,75114000CO0054,2.324248,48.832395
29375,2023-561375,2023-05-25,395000.0,Appartement,1.0,41.0,42.06,2.0,9391.0,9634.0,7.0,RUE DE L ASILE POPINCOURT,0497,75011.0,75111,Paris 11e Arrondissement,75,75111000BB0024,2.374524,48.860055
29379,2023-561376,2023-05-23,895060.0,Appartement,2.0,103.0,102.18,5.0,8760.0,8690.0,10.0,RUE VANDREZANNE,9583,75013.0,75113,Paris 13e Arrondissement,75,75113000EA0082,2.354633,48.829151
29381,2023-561377,2023-06-01,502000.0,Appartement,1.0,52.0,51.22,3.0,9801.0,9654.0,6.0,RUE DE LA PETITE PIERRE,7326,75011.0,75111,Paris 11e Arrondissement,75,75111000CK0126,2.390257,48.854458
29383,2023-561378,2023-05-12,370000.0,Appartement,1.0,38.0,38.28,2.0,9666.0,9737.0,18.0,VLA DU BEL AIR,0811,75012.0,75112,Paris 12e Arrondissement,75,75112000AE0028,2.408727,48.841974
29385,2023-561380,2023-05-23,350000.0,Appartement,0.0,30.0,,1.0,,11667.0,7.0,RUE DE L ARBALETE,0405,75005.0,75105,Paris 5e Arrondissement,75,75105000AX0060,2.349384,48.840269
29386,2023-561381,2023-06-01,587500.0,Appartement,0.0,39.0,,3.0,,15064.0,4.0,RUE NEUVE POPINCOURT,6730,75011.0,75111,Paris 11e Arrondissement,75,75111000AR0102,2.373731,48.86447
29388,2023-561382,2023-05-09,640000.0,Appartement,1.0,75.0,75.47,4.0,8480.0,8533.0,118.0,AV DU GAL MICHEL BIZOT,4075,75012.0,75112,Paris 12e Arrondissement,75,75112000AR0017,2.404629,48.839608
29390,2023-561383,2023-05-25,325000.0,Appartement,1.0,36.0,,2.0,,9028.0,44.0,RUE CORIOLIS,2336,75012.0,75112,Paris 12e Arrondissement,75,75112000DD0017,2.390084,48.837618
29392,2023-561384,2023-05-25,447374.0,Appartement,2.0,40.0,,3.0,,11184.0,34.0,RUE DU COTENTIN,2361,75015.0,75115,Paris 15e Arrondissement,75,75115000CN0006,2.312561,48.838737
29395,2023-561386,2023-06-01,340000.0,Appartement,0.0,20.0,,1.0,,17000.0,13.0,RUE DES BELLES FEUILLES,0830,75016.0,75116,Paris 16e Arrondissement,75,75116000DW0042,2.282359,48.866178
29396,2023-561387,2023-05-09,305000.0,Appartement,1.0,21.0,,1.0,,14524.0,12.0,RUE DU VAL DE GRACE,9544,75005.0,75105,Paris 5e Arrondissement,75,75105000BG0032,2.339395,48.841515
29399,2023-561389,2023-05-25,1120500.0,Appartement,2.0,90.0,,4.0,,12450.0,24.0,PAS THIERE,9272,75011.0,75111,Paris 11e Arrondissement,75,75111000CD0088,2.373708,48.854472
29403,2023-561391,2023-05-30,218000.0,Appartement,0.0,23.0,23.45,1.0,9296.0,9478.0,17.0,BD DE PICPUS,7401,75012.0,75112,Paris 12e Arrondissement,75,75112000BZ0039,2.400204,48.842068
29405,2023-561392,2023-05-15,1970800.0,Appartement,2.0,114.0,114.73,4.0,17178.0,17288.0,76.0,AV DE LA BOURDONNAIS,5202,75007.0,75107,Paris 7e Arrondissement,75,75107000BV0025,2.304232,48.854709
29407,2023-561393,2023-05-25,360000.0,Appartement,0.0,15.0,19.03,1.0,18917.0,24000.0,1.0,RUE DE BOURBON LE CHATEAU,1184,75006.0,75106,Paris 6e Arrondissement,75,75106000BJ0022,2.336118,48.853701
29408,2023-561395,2023-05-24,371100.0,Appartement,0.0,36.0,35.08,2.0,10579.0,10308.0,98.0,RUE JEAN PIERRE TIMBAUD,4939,75011.0,75111,Paris 11e Arrondissement,75,75111000AK0020,2.378547,48.86741
29410,2023-561397,2023-05-05,165750.0,Appartement,0.0,26.0,29.31,1.0,5655.0,6375.0,36.0,RUE DE LA MONTGN STE GENEVIEVE,6448,75005.0,75105,Paris 5e Arrondissement,75,75105000BL0022,2.348193,48.848011
29413,2023-561400,2023-05-09,1485000.0,Appartement,2.0,90.0,88.74,4.0,16734.0,16500.0,8.0,RUE ST J BAPTISTE DE LA SALLE,8653,75006.0,75106,Paris 6e Arrondissement,75,75106000BC0052,2.319447,48.847163
29415,2023-561401,2023-05-30,351080.0,Appartement,1.0,38.0,38.56,1.0,9105.0,9239.0,3.0,RUE DE LA DURANCE,3025,75012.0,75112,Paris 12e Arrondissement,75,75112000BT0028,2.393871,48.837749
29418,2023-561403,2023-05-12,910000.0,Appartement,2.0,89.0,90.04,3.0,10107.0,10225.0,71.0,AV DE SAINT-MANDE,8682,75012.0,75112,Paris 12e Arrondissement,75,75112000AI0113,2.406501,48.84495
29422,2023-561404,2023-05-11,1311700.0,Appartement,1.0,133.0,125.1,5.0,10485.0,9862.0,122.0,RUE DE LA FAISANDERIE,3487,75016.0,75116,Paris 16e Arrondissement,75,75116000EC0052,2.273091,48.86513
29423,2023-561405,2023-05-24,210325.0,Appartement,0.0,15.0,15.53,1.0,13543.0,14022.0,48.0,RUE DU MONTPARNASSE,6523,75014.0,75114,Paris 14e Arrondissement,75,75114000AH0070,2.325597,48.842644
29424,2023-561406,2023-05-12,675000.0,Appartement,1.0,76.0,76.8,3.0,8789.0,8882.0,8.0,RUE OLIER,6884,75015.0,75115,Paris 15e Arrondissement,75,75115000BH0050,2.290326,48.835462
29426,2023-561407,2023-05-23,217000.0,Appartement,0.0,23.0,21.09,1.0,10289.0,9435.0,77.0,RUE DAGUERRE,2513,75014.0,75114,Paris 14e Arrondissement,75,75114000CN0013,2.325015,48.83528
29427,2023-561408,2023-05-24,340000.0,Appartement,0.0,40.0,60.09,2.0,5658.0,8500.0,35.0,BD AUGUSTE BLANQUI,0541,75013.0,75113,Paris 13e Arrondissement,75,75113000EC0069,2.351631,48.829721
29429,2023-561408,2023-05-24,170000.0,Appartement,0.0,20.0,60.09,2.0,2829.0,8500.0,35.0,BD AUGUSTE BLANQUI,0541,75013.0,75113,Paris 13e Arrondissement,75,75113000EC0069,2.351631,48.829721
29431,2023-561409,2023-05-26,642700.0,Appartement,1.0,50.0,51.29,2.0,12531.0,12854.0,2.0,RUE XAINTRAILLES,9973,75013.0,75113,Paris 13e Arrondissement,75,75113000BH0025,2.370787,48.82977
29433,2023-561410,2023-05-31,830000.0,Appartement,1.0,87.0,,4.0,,9540.0,128.0,RUE LECOURBE,5456,75015.0,75115,Paris 15e Arrondissement,75,75115000BV0057,2.301199,48.842448
29435,2023-561411,2023-05-24,510000.0,Appartement,1.0,65.0,65.38,3.0,7801.0,7846.0,55.0,RUE LACORDAIRE,5230,75015.0,75115,Paris 15e Arrondissement,75,75115000ES0011,2.281865,48.84076
29436,2023-561412,2023-06-02,1050000.0,Appartement,1.0,73.0,73.57,4.0,14272.0,14384.0,5.0,RUE MICHELET,6334,75006.0,75106,Paris 6e Arrondissement,75,75106000AQ0009,2.335735,48.842312
29440,2023-561413,2023-05-26,995380.0,Appartement,2.0,105.0,106.13,5.0,9379.0,9480.0,8.0,IMP WATTIGNIES,9951,75012.0,75112,Paris 12e Arrondissement,75,75112000BR0058,2.399068,48.834566
29441,2023-561414,2023-05-30,585000.0,Appartement,1.0,45.0,45.53,3.0,12849.0,13000.0,17.0,RUE BREA,1263,75006.0,75106,Paris 6e Arrondissement,75,75106000AT0041,2.330225,48.84293
29444,2023-561415,2023-05-17,410000.0,Appartement,2.0,37.0,,2.0,,11081.0,43.0,RUE VASCO DE GAMA,9607,75015.0,75115,Paris 15e Arrondissement,75,75115000BJ0005,2.285414,48.835718
29447,2023-561416,2023-05-23,155000.0,Appartement,1.0,19.0,18.87,1.0,8214.0,8158.0,12.0,BD EDGAR QUINET,3116,75014.0,75114,Paris 14e Arrondissement,75,75114000AF0020,2.329409,48.840053
29448,2023-561417,2023-05-23,1468000.0,Appartement,1.0,131.0,129.82,4.0,11308.0,11206.0,59.0,QUAI DE GRENELLE,4313,75015.0,75115,Paris 15e Arrondissement,75,75115000DS0006,2.283816,48.850221
29450,2023-561418,2023-05-15,205000.0,Appartement,0.0,25.0,20.45,2.0,10024.0,8200.0,42.0,RUE DE PASSY,7087,75016.0,75116,Paris 16e Arrondissement,75,75116000DO0083,2.280213,48.858027
29451,2023-561420,2023-05-16,220000.0,Appartement,1.0,6.0,9.84,1.0,22358.0,36667.0,83.0,RUE DE LONGCHAMP,5744,75016.0,75116,Paris 16e Arrondissement,75,75116000DU0004,2.284314,48.865202
29454,2023-561421,2023-05-22,811500.0,Appartement,1.0,82.0,81.5,3.0,9957.0,9896.0,33.0,RUE DE CROULEBARBE,2469,75013.0,75113,Paris 13e Arrondissement,75,75113000EU0006,2.351707,48.832626
29455,2023-561422,2023-05-16,764000.0,Appartement,1.0,80.0,,4.0,,9550.0,82.0,AV EMILE ZOLA,3266,75015.0,75115,Paris 15e Arrondissement,75,75115000DV0061,2.287076,48.846405
29457,2023-561424,2023-05-30,398000.0,Appartement,1.0,47.0,41.71,3.0,9542.0,8468.0,42.0,RUE DES PLANTES,7518,75014.0,75114,Paris 14e Arrondissement,75,75114000CS0060,2.322324,48.829161
29459,2023-561425,2023-06-05,596000.0,Appartement,1.0,53.0,53.21,2.0,11201.0,11245.0,22.0,RUE DURET,3039,75016.0,75116,Paris 16e Arrondissement,75,75116000FA0040,2.286588,48.87468
29461,2023-561426,2023-06-05,1050000.0,Appartement,0.0,96.0,,3.0,,10938.0,66.0,RUE DE LA FONTAINE AU ROI,3717,75011.0,75111,Paris 11e Arrondissement,75,75111000AE0062,2.374756,48.868138
29462,2023-561427,2023-05-24,500000.0,Appartement,0.0,70.0,66.25,4.0,7547.0,7143.0,53.0,RUE DE LA PROCESSION,7845,75015.0,75115,Paris 15e Arrondissement,75,75115000CL0005,2.309681,48.836746
29467,2023-561428,2023-05-16,3625000.0,Appartement,5.0,194.0,199.6,6.0,18161.0,18686.0,7.0,AV BOSQUET,1119,75007.0,75107,Paris 7e Arrondissement,75,75107000CN0028,2.302697,48.861345
29470,2023-561429,2023-05-17,1156700.0,Appartement,1.0,84.0,84.4,3.0,13705.0,13770.0,28.0,BD GARIBALDI,3957,75015.0,75115,Paris 15e Arrondissement,75,75115000CX0066,2.304589,48.846742
29471,2023-561430,2023-05-16,995220.0,Appartement,1.0,71.0,72.63,4.0,13703.0,14017.0,35.0,RUE DES BELLES FEUILLES,0830,75016.0,75116,Paris 16e Arrondissement,75,75116000DW0136,2.281496,48.867139
29474,2023-561431,2023-06-02,270000.0,Appartement,1.0,41.0,,3.0,,6585.0,12.0,RUE BOBILLOT,1040,75013.0,75113,Paris 13e Arrondissement,75,75113000EB0018,2.353872,48.829865
29477,2023-561432,2023-05-12,567000.0,Appartement,3.0,51.0,49.78,2.0,11390.0,11118.0,76.0,AV PARMENTIER,7067,75011.0,75111,Paris 11e Arrondissement,75,75111000AS0039,2.376153,48.864217
29480,2023-561433,2023-05-16,290000.0,Appartement,2.0,30.0,30.01,1.0,9663.0,9667.0,96.0,RUE DE LA FONTAINE AU ROI,3717,75011.0,75111,Paris 11e Arrondissement,75,75111000AH0073,2.378156,48.869204
29482,2023-561434,2023-05-11,125229.0,Appartement,0.0,13.0,46.02,1.0,2721.0,9633.0,14.0,CITE POPINCOURT,7624,75011.0,75111,Paris 11e Arrondissement,75,75111000BA0028,2.375332,48.862422
29483,2023-561434,2023-05-11,385321.0,Appartement,0.0,40.0,,2.0,,9633.0,14.0,CITE POPINCOURT,7624,75011.0,75111,Paris 11e Arrondissement,75,75111000BA0028,2.375332,48.862422
29485,2023-561435,2023-05-17,925000.0,Appartement,1.0,114.0,,3.0,,8114.0,121.0,AV D ITALIE,4754,75013.0,75113,Paris 13e Arrondissement,75,75113000DT0011,2.359413,48.821917
29486,2023-561436,2023-05-22,165000.0,Appartement,0.0,14.0,13.18,1.0,12519.0,11786.0,4.0,VIL DE L ASTROLABE,0507,75015.0,75115,Paris 15e Arrondissement,75,75115000CR0040,2.318891,48.844149
29487,2023-561437,2023-05-23,1233040.0,Appartement,3.0,115.0,115.88,4.0,10641.0,10722.0,136.0,RUE DE LA CROIX NIVERT,2459,75015.0,75115,Paris 15e Arrondissement,75,75115000EI0070,2.292471,48.841645
29492,2023-561438,2023-05-22,630000.0,Appartement,2.0,74.0,73.45,3.0,8577.0,8514.0,17.0,RUE DE RIDDER,8225,75014.0,75114,Paris 14e Arrondissement,75,75114000DM0028,2.310742,48.83169
29495,2023-561440,2023-05-09,402000.0,Appartement,0.0,31.0,29.55,1.0,13604.0,12968.0,19.0,AV PAUL DOUMER,7149,75016.0,75116,Paris 16e Arrondissement,75,75116000DS0012,2.284183,48.860985
29496,2023-561441,2023-05-12,50000.0,Appartement,0.0,10.0,,1.0,,5000.0,20.0,RUE ERNEST CRESSON,3329,75014.0,75114,Paris 14e Arrondissement,75,75114000CL0010,2.328826,48.832992
29498,2023-561442,2023-06-02,1148553.0,Appartement,1.0,152.0,,5.0,,7556.0,153.0,RUE DE L UNIVERSITE,9527,75007.0,75107,Paris 7e Arrondissement,75,75107000CK0066,2.305094,48.860682
29499,2023-561442,2023-06-02,1201447.0,Appartement,2.0,159.0,159.37,6.0,7539.0,7556.0,153.0,RUE DE L UNIVERSITE,9527,75007.0,75107,Paris 7e Arrondissement,75,75107000CK0066,2.305094,48.860682
29504,2023-561443,2023-05-15,332000.0,Appartement,1.0,35.0,33.75,2.0,9837.0,9486.0,12.0,RUE MORERE,6551,75014.0,75114,Paris 14e Arrondissement,75,75114000CG0031,2.322316,48.824823
29505,2023-561445,2023-05-25,186200.0,Appartement,0.0,18.0,16.27,1.0,11444.0,10344.0,9.0,RUE DES BERGERS,0890,75015.0,75115,Paris 15e Arrondissement,75,75115000FX0062,2.282906,48.844332
29508,2023-561446,2023-05-09,740300.0,Appartement,2.0,67.0,67.8,4.0,10919.0,11049.0,8.0,RUE THIBAUD,9268,75014.0,75114,Paris 14e Arrondissement,75,75114000CK0080,2.327467,48.830022
29511,2023-561449,2023-05-30,1663000.0,Appartement,5.0,146.0,146.23,4.0,11372.0,11390.0,60.0,AV PAUL DOUMER,7149,75016.0,75116,Paris 16e Arrondissement,75,75116000DL0089,2.279926,48.860154
29517,2023-561450,2023-05-03,412000.0,Appartement,1.0,41.0,,2.0,,10049.0,34.0,RUE NICOLAI,6749,75012.0,75112,Paris 12e Arrondissement,75,75112000BW0011,2.395576,48.836501
29519,2023-561452,2023-04-13,228350.0,Appartement,1.0,21.0,22.85,1.0,9993.0,10874.0,10.0,RUE DOMBASLE,2890,75015.0,75115,Paris 15e Arrondissement,75,75115000BM0073,2.296417,48.836397
29522,2023-561453,2023-05-25,448722.0,Appartement,2.0,55.0,49.21,2.0,9119.0,8159.0,25.0,RUE DU HAMEAU,4463,75015.0,75115,Paris 15e Arrondissement,75,75115000BE0037,2.288476,48.833781
29525,2023-561455,2023-05-15,149000.0,Appartement,1.0,33.0,32.45,3.0,4592.0,4515.0,23.0,BD DE PORT-ROYAL,7740,75013.0,75113,Paris 13e Arrondissement,75,75113000EN0018,2.34823,48.836909
29528,2023-561456,2023-05-24,460000.0,Appartement,1.0,95.0,95.5,5.0,4817.0,4842.0,100.0,BD MASSENA,6155,75013.0,75113,Paris 13e Arrondissement,75,75113000CV0011,2.364576,48.821369
29533,2023-561457,2023-05-17,2707200.0,Appartement,4.0,193.0,193.46,6.0,13994.0,14027.0,137.0,AV DE SUFFREN,9114,75007.0,75107,Paris 7e Arrondissement,75,75107000BO0023,2.307156,48.84772
29534,2023-561458,2023-05-24,466000.0,Appartement,1.0,50.0,49.8,2.0,9357.0,9320.0,55.0,BD DE CHARONNE,1887,75011.0,75111,Paris 11e Arrondissement,75,75111000CM0018,2.396255,48.852563
29536,2023-561459,2023-05-23,1350000.0,Appartement,1.0,85.0,83.25,4.0,16216.0,15882.0,121.0,RUE DU CHERCHE-MIDI,1978,75006.0,75106,Paris 6e Arrondissement,75,75106000AZ0001,2.319628,48.845605
29539,2023-561462,2023-05-30,220000.0,Appartement,0.0,20.0,24.02,2.0,9159.0,11000.0,1.0,RUE LIANCOURT,5653,75014.0,75114,Paris 14e Arrondissement,75,75114000CM0042,2.328331,48.83342
29540,2023-561463,2023-05-30,490400.0,Appartement,2.0,80.0,80.1,4.0,6122.0,6130.0,12.0,RUE DES MEUNIERS,6304,75012.0,75112,Paris 12e Arrondissement,75,75112000BR0067,2.398871,48.833718
29544,2023-561464,2023-05-30,568500.0,Appartement,1.0,57.0,56.53,3.0,10057.0,9974.0,17.0,RUE MONTGALLET,6495,75012.0,75112,Paris 12e Arrondissement,75,75112000CE0119,2.386987,48.843573
29546,2023-561466,2023-05-11,384516.0,Appartement,0.0,32.0,,2.0,,12016.0,53.0,RUE DE MONTREUIL,6530,75011.0,75111,Paris 11e Arrondissement,75,75111000CT0112,2.389157,48.850798
29547,2023-561466,2023-05-11,360484.0,Appartement,0.0,30.0,66.81,2.0,5396.0,12016.0,53.0,RUE DE MONTREUIL,6530,75011.0,75111,Paris 11e Arrondissement,75,75111000CT0112,2.389157,48.850798
29549,2023-561467,2023-05-26,710000.0,Appartement,2.0,55.0,63.69,3.0,11148.0,12909.0,10.0,CR DEBILLE,2622,75011.0,75111,Paris 11e Arrondissement,75,75111000BX0119,2.379595,48.85543
