,id_mutation,date_mutation,prix,type_local,nombre_dependances,surface_reelle_bati,surface_carrez,nombre_pieces_principales,prix_au_m2_carrez,prix_au_m2_reel,adresse_numero,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,longitude,latitude
865,2023-544150,2023-01-25,210000.0,Appartement,0.0,19.0,,2.0,,11053.0,217.0,RUE SAINT-HONORE,8635,75001.0,75101,Paris 1er Arrondissement,75,75101000AY0048,2.330343,48.865316
866,2023-544151,2023-01-17,40000.0,Appartement,0.0,4.0,,1.0,,10000.0,3.0,RUE BLEUE,1017,75009.0,75109,Paris 9e Arrondissement,75,75109000AX0061,2.347372,48.875561
868,2023-544152,2023-01-25,481650.0,Appartement,1.0,58.0,57.79,2.0,8334.0,8304.0,63.0,RUE SAINT FARGEAU,8603,75020.0,75120,Paris 20e Arrondissement,75,75120000AX0023,2.406147,48.872545
870,2023-544153,2023-01-20,305300.0,Appartement,1.0,30.0,30.46,2.0,10023.0,10177.0,3.0,PL GAMBETTA,3935,75020.0,75120,Paris 20e Arrondissement,75,75120000CK0032,2.398352,48.864414
872,2023-544155,2023-01-06,733176.0,Appartement,1.0,67.0,,3.0,,10943.0,17.0,BD DE ROCHECHOUART,8288,75009.0,75109,Paris 9e Arrondissement,75,75109000BC0128,2.347535,48.883125
875,2023-544157,2023-01-13,418000.0,Appartement,1.0,42.0,48.8,2.0,8566.0,9952.0,13.0,RUE MARCADET,5995,75018.0,75118,Paris 18e Arrondissement,75,75118000CF0046,2.354233,48.890178
877,2023-544158,2023-01-20,245000.0,Appartement,1.0,53.0,,3.0,,4623.0,100.0,RUE ORDENER,6918,75018.0,75118,Paris 18e Arrondissement,75,75118000BH0109,2.341638,48.893271
880,2023-544158,2023-01-20,245000.0,Appartement,1.0,53.0,54.08,3.0,4530.0,4623.0,100.0,RUE ORDENER,6918,75018.0,75118,Paris 18e Arrondissement,75,75118000BH0109,2.341638,48.893271
881,2023-544159,2023-01-04,820000.0,Appartement,3.0,75.0,92.4,4.0,8874.0,10933.0,95.0,RUE DE BUZENVAL,1398,75020.0,75120,Paris 20e Arrondissement,75,75120000DR0115,2.399242,48.854452
888,2023-544162,2023-01-23,342500.0,Appartement,1.0,32.0,35.43,2.0,9667.0,10703.0,14.0,RUE FRANCOEUR,3791,75018.0,75118,Paris 18e Arrondissement,75,75118000BK0027,2.341871,48.890422
889,2023-544163,2023-01-24,52889.0,Appartement,0.0,7.0,7.19,1.0,7356.0,7556.0,41.0,RUE DES POISSONNIERS,7564,75018.0,75118,Paris 18e Arrondissement,75,75118000BU0126,2.351358,48.88883
890,2023-544163,2023-01-24,559111.0,Appartement,0.0,74.0,,3.0,,7556.0,41.0,RUE DES POISSONNIERS,7564,75018.0,75118,Paris 18e Arrondissement,75,75118000BU0126,2.351358,48.88883
891,2023-544163,2023-01-24,68000.0,Appartement,0.0,9.0,,1.0,,7556.0,41.0,RUE DES POISSONNIERS,7564,75018.0,75118,Paris 18e Arrondissement,75,75118000BU0126,2.351358,48.88883
892,2023-544164,2023-01-20,105000.0,Appartement,0.0,10.0,10.08,1.0,10417.0,10500.0,139.0,RUE PELLEPORT,7228,75020.0,75120,Paris 20e Arrondissement,75,75120000AT0022,2.397478,48.873172
894,2023-544166,2023-01-05,1335000.0,Appartement,0.0,91.0,83.29,4.0,16028.0,14670.0,41.0,BD BEAUMARCHAIS,0783,75003.0,75103,Paris 3e Arrondissement,75,75103000AN0057,2.3679,48.856508
895,2023-544167,2023-01-04,210000.0,Appartement,0.0,18.0,16.56,1.0,12681.0,11667.0,11.0,RUE DE ROCHECHOUART,8289,75009.0,75109,Paris 9e Arrondissement,75,75109000AZ0105,2.344047,48.87728
897,2023-544168,2023-01-12,1790000.0,Appartement,1.0,125.0,121.48,5.0,14735.0,14320.0,41.0,RUE GUERSANT,4376,75017.0,75117,Paris 17e Arrondissement,75,75117000AR0059,2.288409,48.881896
898,2023-544169,2023-01-09,135000.0,Appartement,0.0,10.0,11.43,1.0,11811.0,13500.0,60.0,RUE DE DUNKERQUE,2990,75009.0,75109,Paris 9e Arrondissement,75,75109000BC0095,2.347346,48.882099
901,2023-544171,2023-01-12,125000.0,Appartement,0.0,28.0,29.4,1.0,4252.0,4464.0,75.0,BD DE LA VILLETTE,9838,75010.0,75110,Paris 10e Arrondissement,75,75110000BU0033,2.371002,48.876727
904,2023-544173,2023-01-24,445000.0,Appartement,1.0,52.0,55.1,2.0,8076.0,8558.0,91.0,RUE VILLIERS ISLE ADAM,9844,75020.0,75120,Paris 20e Arrondissement,75,75120000BT0026,2.398288,48.868876
906,2023-544174,2023-01-25,432340.0,Appartement,1.0,57.0,46.14,3.0,9370.0,7585.0,38.0,RUE NOLLET,6803,75017.0,75117,Paris 17e Arrondissement,75,75117000CO0090,2.323007,48.886315
907,2023-544175,2023-01-23,5370000.0,Appartement,1.0,255.0,255.69,6.0,21002.0,21059.0,27.0,RUE MARBEUF,5993,75008.0,75108,Paris 8e Arrondissement,75,75108000AR0060,2.304234,48.869357
911,2023-544178,2023-01-20,550000.0,Appartement,2.0,46.0,46.51,2.0,11825.0,11957.0,6.0,RUE DE LA MARE,6039,75020.0,75120,Paris 20e Arrondissement,75,75120000AO0037,2.388665,48.868903
915,2023-544179,2023-01-12,290000.0,Appartement,1.0,34.0,,2.0,,8529.0,30.0,RUE POUCHET,7766,75017.0,75117,Paris 17e Arrondissement,75,75117000DH0005,2.320124,48.893022
916,2023-544180,2023-01-12,1940000.0,Appartement,1.0,171.0,165.9,6.0,11694.0,11345.0,1.0,CITE DE TREVISE,9439,75009.0,75109,Paris 9e Arrondissement,75,75109000AX0103,2.346398,48.874311
918,2023-544181,2023-01-17,720000.0,Appartement,1.0,67.0,,4.0,,10746.0,84.0,RUE DE ROCHECHOUART,8289,75009.0,75109,Paris 9e Arrondissement,75,75109000BC0041,2.347144,48.882582
920,2023-544182,2023-01-23,540000.0,Appartement,0.0,47.0,,2.0,,11489.0,152.0,RUE MONTMARTRE,6513,75002.0,75102,Paris 2e Arrondissement,75,75102000AI0064,2.34338,48.869582
921,2023-544183,2023-01-11,453244.0,Appartement,2.0,51.0,,3.0,,8887.0,12.0,RUE DE LA CHINE,2010,75020.0,75120,Paris 20e Arrondissement,75,75120000CD0100,2.399218,48.867387
925,2023-544184,2023-01-23,1836000.0,Appartement,2.0,124.0,,5.0,,14806.0,62.0,RUE CONDORCET,2268,75009.0,75109,Paris 9e Arrondissement,75,75109000BB0083,2.341909,48.880567
927,2023-544185,2023-01-19,584700.0,Appartement,0.0,54.0,,2.0,,10828.0,14.0,RUE SAINT-MARC,8686,75002.0,75102,Paris 2e Arrondissement,75,75102000AG0060,2.340723,48.870617
929,2023-544186,2023-01-25,254000.0,Appartement,1.0,22.0,,2.0,,11545.0,39.0,RUE BERZELIUS,0930,75017.0,75117,Paris 17e Arrondissement,75,75117000DG0055,2.319279,48.894089
931,2023-544187,2023-01-04,600550.0,Appartement,1.0,54.0,54.55,2.0,11009.0,11121.0,3.0,RUE DU PRINTEMPS,7839,75017.0,75117,Paris 17e Arrondissement,75,75117000CG0016,2.308787,48.887087
932,2023-544188,2023-01-23,810000.0,Appartement,2.0,68.0,66.52,3.0,12177.0,11912.0,24.0,RUE DU ROCHER,8291,75008.0,75108,Paris 8e Arrondissement,75,75108000BV0003,2.322447,48.87669
935,2023-544189,2023-01-26,290000.0,Appartement,1.0,31.0,31.44,2.0,9224.0,9355.0,35.0,RUE CHAMPIONNET,1723,75018.0,75118,Paris 18e Arrondissement,75,75118000BF0073,2.349149,48.895317
937,2023-544190,2023-01-11,571369.0,Appartement,3.0,46.0,,2.0,,12421.0,109.0,RUE LEMERCIER,5503,75017.0,75117,Paris 17e Arrondissement,75,75117000CS0036,2.317455,48.889817
944,2023-544194,2023-01-06,200500.0,Appartement,0.0,48.0,22.09,3.0,9077.0,4177.0,7.0,RUE DE L ECHIQUIER,3084,75010.0,75110,Paris 10e Arrondissement,75,75110000AW0112,2.352475,48.871026
946,2023-544195,2023-01-18,705750.0,Appartement,1.0,64.0,60.11,2.0,11741.0,11027.0,14.0,RUE DE BRUXELLES,1345,75009.0,75109,Paris 9e Arrondissement,75,75109000AA0015,2.330999,48.88372
947,2023-544196,2023-01-17,134590.0,Appartement,0.0,15.0,13.49,1.0,9977.0,8973.0,58.0,RUE HAXO,4510,75020.0,75120,Paris 20e Arrondissement,75,75120000AX0005,2.404272,48.872581
948,2023-544197,2023-01-18,387300.0,Appartement,0.0,32.0,,2.0,,12103.0,3.0,SQ BOLIVAR,1085,75019.0,75119,Paris 19e Arrondissement,75,75119000EB0017,2.38278,48.87575
949,2023-544199,2023-01-12,851100.0,Appartement,1.0,63.0,62.66,3.0,13583.0,13510.0,9.0,RUE SAINT MARTIN,8694,75004.0,75104,Paris 4e Arrondissement,75,75104000AC0053,2.349857,48.858916
951,2023-544200,2023-01-23,598500.0,Appartement,1.0,64.0,66.76,4.0,8965.0,9352.0,93.0,RUE DE MAUBEUGE,6183,75010.0,75110,Paris 10e Arrondissement,75,75110000AB0046,2.35309,48.881313
955,2023-544201,2023-01-12,257000.0,Appartement,2.0,30.0,28.46,1.0,9030.0,8567.0,195.0,RUE DES PYRENEES,7904,75020.0,75120,Paris 20e Arrondissement,75,75120000CN0014,2.399784,48.861393
957,2023-544202,2023-01-06,679900.0,Appartement,2.0,52.0,51.51,2.0,13199.0,13075.0,32.0,BD PEREIRE,7258,75017.0,75117,Paris 17e Arrondissement,75,75117000CD0028,2.307292,48.888023
959,2023-544203,2023-01-25,564000.0,Appartement,1.0,30.0,47.68,2.0,11829.0,18800.0,187.0,RUE SAINT-DENIS,8525,75002.0,75102,Paris 2e Arrondissement,75,75102000AM0042,2.350199,48.866175
961,2023-544204,2023-01-23,143500.0,Appartement,0.0,13.0,13.41,1.0,10701.0,11038.0,41.0,BD ORNANO,6946,75018.0,75118,Paris 18e Arrondissement,75,75118000BF0123,2.346535,48.894918
962,2023-544205,2023-01-06,335000.0,Appartement,1.0,35.0,,1.0,,9571.0,15.0,RUE SAINT-DENIS,8525,75001.0,75101,Paris 1er Arrondissement,75,75101000AO0048,2.347461,48.859403
964,2023-544206,2023-01-13,162000.0,Appartement,1.0,19.0,16.7,1.0,9701.0,8526.0,34.0,RUE DE LAGNY,5266,75020.0,75120,Paris 20e Arrondissement,75,75120000DV0025,2.402762,48.848768
967,2023-544208,2023-01-23,329000.0,Appartement,0.0,29.0,28.96,1.0,11360.0,11345.0,16.0,RUE ANDRE BARSACQ,0316,75018.0,75118,Paris 18e Arrondissement,75,75118000BO0040,2.340729,48.885376
969,2023-544209,2023-01-23,900000.0,Appartement,1.0,83.0,83.84,4.0,10735.0,10843.0,157.0,RUE LEGENDRE,5473,75017.0,75117,Paris 17e Arrondissement,75,75117000DL0085,2.324867,48.890961
970,2023-544210,2023-01-20,246445.0,Appartement,0.0,22.0,23.68,1.0,10407.0,11202.0,5.0,RUE NORVINS,6823,75018.0,75118,Paris 18e Arrondissement,75,75118000BN0062,2.34004,48.886908
971,2023-544211,2023-01-26,620000.0,Appartement,0.0,19.0,34.3,1.0,18076.0,32632.0,217.0,RUE SAINT-HONORE,8635,75001.0,75101,Paris 1er Arrondissement,75,75101000AY0048,2.330343,48.865316
972,2023-544212,2023-01-16,370000.0,Appartement,0.0,39.0,38.32,2.0,9656.0,9487.0,39.0,RUE GANNERON,3944,75018.0,75118,Paris 18e Arrondissement,75,75118000AM0018,2.327278,48.88812
973,2023-544214,2023-01-06,3500.0,Appartement,0.0,70.0,,3.0,,50.0,30.0,RUE DES TROIS FRERES,9462,75018.0,75118,Paris 18e Arrondissement,75,75118000BO0093,2.34066,48.885058
976,2023-544215,2023-01-10,272000.0,Appartement,3.0,30.0,,1.0,,9067.0,118.0,AV JEAN JAURES,4903,75019.0,75119,Paris 19e Arrondissement,75,75119000CT0007,2.384106,48.88563
978,2023-544216,2023-01-04,503000.0,Appartement,1.0,59.0,,3.0,,8525.0,57.0,RUE PIXERECOURT,7504,75020.0,75120,Paris 20e Arrondissement,75,75120000AH0042,2.395627,48.873307
981,2023-544217,2023-01-10,340000.0,Appartement,1.0,41.0,,3.0,,8293.0,11.0,AV GAMBETTA,3933,75020.0,75120,Paris 20e Arrondissement,75,75120000BZ0080,2.389689,48.863676
983,2023-544218,2023-01-05,224762.0,Appartement,1.0,31.0,,1.0,,7250.0,17.0,RUE DE MEAUX,6236,75019.0,75119,Paris 19e Arrondissement,75,75119000AS0011,2.371006,48.879199
984,2023-544219,2023-01-16,606650.0,Appartement,1.0,60.0,,3.0,,10111.0,4.0,RUE DE BELZUNCE,0853,75010.0,75110,Paris 10e Arrondissement,75,75110000AM0011,2.352773,48.879446
986,2023-544220,2023-01-11,229639.0,Appartement,1.0,33.0,,2.0,,6959.0,88.0,RUE DUHESME,2974,75018.0,75118,Paris 18e Arrondissement,75,75118000BE0094,2.344985,48.894809
987,2023-544220,2023-01-11,445361.0,Appartement,1.0,64.0,63.35,3.0,7030.0,6959.0,88.0,RUE DUHESME,2974,75018.0,75118,Paris 18e Arrondissement,75,75118000BE0094,2.344985,48.894809
990,2023-544222,2023-01-20,317000.0,Appartement,1.0,35.0,41.24,3.0,7687.0,9057.0,44.0,RUE MATHIS,6170,75019.0,75119,Paris 19e Arrondissement,75,75119000AI0042,2.372739,48.891528
992,2023-544223,2023-01-17,752526.0,Appartement,0.0,65.0,52.85,4.0,14239.0,11577.0,5.0,RUE DU BOURG L ABBE,1200,75003.0,75103,Paris 3e Arrondissement,75,75103000AV0130,2.352112,48.863714
993,2023-544224,2023-01-21,385000.0,Appartement,0.0,45.0,44.58,2.0,8636.0,8556.0,24.0,RUE GALVANI,3931,75017.0,75117,Paris 17e Arrondissement,75,75117000AX0010,2.289919,48.88415
994,2023-544226,2023-01-06,165000.0,Appartement,0.0,9.0,17.04,1.0,9683.0,18333.0,40.0,RUE DU RUISSEAU,8436,75018.0,75118,Paris 18e Arrondissement,75,75118000BH0125,2.340647,48.893496
995,2023-544228,2023-01-23,32000.0,Appartement,1.0,95.0,,3.0,,337.0,58.0,QUAI DES ORFEVRES,6920,75001.0,75101,Paris 1er Arrondissement,75,75101000AL0022,2.342008,48.856442
997,2023-544229,2023-01-09,172200.0,Appartement,1.0,29.0,,2.0,,5938.0,18.0,RUE DES ROSES,8365,75018.0,75118,Paris 18e Arrondissement,75,75118000CZ0024,2.361849,48.89338
1002,2023-544234,2023-01-12,380000.0,Appartement,1.0,28.0,25.13,2.0,15121.0,13571.0,5.0,RUE SAINT GILLES,8627,75003.0,75103,Paris 3e Arrondissement,75,75103000AN0038,2.366098,48.857808
1004,2023-544235,2023-01-12,150000.0,Appartement,0.0,17.0,,1.0,,8824.0,38.0,RUE DES SAULES,8834,75018.0,75118,Paris 18e Arrondissement,75,75118000BK0174,2.340491,48.889968
1006,2023-544236,2023-01-12,788750.0,Appartement,1.0,66.0,66.57,4.0,11848.0,11951.0,141.0,RUE SAINT-DENIS,8525,75002.0,75102,Paris 2e Arrondissement,75,75102000AL0053,2.34979,48.864588
1008,2023-544237,2023-01-13,235000.0,Appartement,1.0,27.0,26.85,1.0,8752.0,8704.0,8.0,RUE SQUARE CARPEAUX,9064,75018.0,75118,Paris 18e Arrondissement,75,75118000AI0014,2.332797,48.89262
1009,2023-544238,2023-01-06,510000.0,Appartement,1.0,45.0,51.24,3.0,9953.0,11333.0,206.0,BD PEREIRE,7258,75017.0,75117,Paris 17e Arrondissement,75,75117000AR0079,2.288102,48.880714
1012,2023-544239,2023-01-16,375000.0,Appartement,1.0,47.0,46.1,3.0,8134.0,7979.0,11.0,RUE SAINT LUC,8680,75018.0,75118,Paris 18e Arrondissement,75,75118000CG0166,2.353959,48.886153
1013,2023-544240,2023-01-24,352950.0,Appartement,0.0,27.0,26.59,1.0,13274.0,13072.0,4.0,CITE LEMERCIER,5502,75017.0,75117,Paris 17e Arrondissement,75,75117000CN0043,2.3241,48.886659
1014,2023-544241,2023-01-16,229550.0,Appartement,0.0,17.0,15.85,1.0,14483.0,13503.0,37.0,RUE VIEILLE DU TEMPLE,9783,75004.0,75104,Paris 4e Arrondissement,75,75104000AH0029,2.357541,48.857807
1016,2023-544242,2023-01-09,245000.0,Appartement,2.0,45.0,21.95,3.0,11162.0,5444.0,68.0,RUE DE LA JONQUIERE,5273,75017.0,75117,Paris 17e Arrondissement,75,75117000DO0107,2.321148,48.894261
1019,2023-544243,2023-01-13,760000.0,Appartement,1.0,45.0,45.08,2.0,16859.0,16889.0,3.0,RUE D ALGER,0191,75001.0,75101,Paris 1er Arrondissement,75,75101000AY0016,2.329318,48.865153
1022,2023-544244,2023-01-16,20000.0,Appartement,4.0,45.0,,3.0,,444.0,68.0,RUE DE LA JONQUIERE,5273,75017.0,75117,Paris 17e Arrondissement,75,75117000DO0107,2.321148,48.894261
1026,2023-544246,2023-01-25,275000.0,Appartement,1.0,28.0,28.91,2.0,9512.0,9821.0,73.0,RUE DES MOINES,6401,75017.0,75117,Paris 17e Arrondissement,75,75117000DI0091,2.321353,48.891313
1029,2023-544247,2023-01-26,220000.0,Appartement,1.0,152.0,,7.0,,1447.0,217.0,RUE SAINT-HONORE,8635,75001.0,75101,Paris 1er Arrondissement,75,75101000AY0048,2.330343,48.865316
1030,2023-544248,2023-01-25,680000.0,Appartement,1.0,55.0,53.57,2.0,12694.0,12364.0,24.0,RUE DU RENARD,8132,75004.0,75104,Paris 4e Arrondissement,75,75104000AG0130,2.353092,48.859946
1032,2023-544249,2023-01-18,390000.0,Appartement,1.0,38.0,39.73,2.0,9816.0,10263.0,28.0,RUE LA CONDAMINE,5228,75017.0,75117,Paris 17e Arrondissement,75,75117000DK0053,2.322935,48.887298
1034,2023-544250,2023-01-26,616000.0,Appartement,1.0,62.0,62.62,3.0,9837.0,9935.0,26.0,RUE DUPERRE,2994,75009.0,75109,Paris 9e Arrondissement,75,75109000AD0028,2.335092,48.882215
1036,2023-544251,2023-01-20,540000.0,Appartement,0.0,49.0,46.32,2.0,11658.0,11020.0,11.0,RUE REMY DE GOURMONT,8124,75019.0,75119,Paris 19e Arrondissement,75,75119000EV0101,2.376833,48.877307
1037,2023-544252,2023-01-20,190000.0,Appartement,0.0,19.0,18.65,1.0,10188.0,10000.0,25.0,RUE BISSON,0987,75020.0,75120,Paris 20e Arrondissement,75,75120000AM0027,2.38083,48.870985
1038,2023-544253,2023-01-13,449000.0,Appartement,0.0,38.0,38.01,2.0,11813.0,11816.0,29.0,RUE SAINT-GEORGES,8617,75009.0,75109,Paris 9e Arrondissement,75,75109000AN0014,2.336898,48.876432
1039,2023-544254,2023-01-03,350000.0,Appartement,0.0,42.0,42.04,2.0,8325.0,8333.0,45.0,RUE DES ABBESSES,0020,75018.0,75118,Paris 18e Arrondissement,75,75118000AS0174,2.336231,48.885182
1040,2023-544255,2023-01-23,525260.0,Appartement,2.0,70.0,70.4,3.0,7461.0,7504.0,3.0,RUE DU PRESSOIR,7810,75020.0,75120,Paris 20e Arrondissement,75,75120000AN0007,2.382962,48.8683
1043,2023-544257,2023-01-06,320000.0,Appartement,0.0,37.0,18.46,1.0,17335.0,8649.0,6.0,RUE DE JARENTE,4831,75004.0,75104,Paris 4e Arrondissement,75,75104000AN0042,2.363185,48.856031
1044,2023-544258,2023-01-03,493200.0,Appartement,0.0,45.0,46.55,1.0,10595.0,10960.0,10.0,RUE DU DOBROPOL,2813,75017.0,75117,Paris 17e Arrondissement,75,75117000AS0033,2.286096,48.883131
1045,2023-544259,2023-01-19,740000.0,Appartement,1.0,53.0,55.52,3.0,13329.0,13962.0,11.0,RUE LA VIEUVILLE,5411,75018.0,75118,Paris 18e Arrondissement,75,75118000BO0169,2.339751,48.884809
1047,2023-544260,2023-01-06,180000.0,Appartement,0.0,20.0,19.18,1.0,9385.0,9000.0,4.0,RUE FARADAY,3506,75017.0,75117,Paris 17e Arrondissement,75,75117000AN0095,2.292762,48.881598
1049,2023-544261,2023-01-05,740500.0,Appartement,1.0,66.0,,3.0,,11220.0,18.0,RUE TAYLOR,9182,75010.0,75110,Paris 10e Arrondissement,75,75110000BG0005,2.359565,48.86996
1050,2023-544262,2023-01-13,165000.0,Appartement,0.0,16.0,,1.0,,10312.0,39.0,RUE DURANTIN,3029,75018.0,75118,Paris 18e Arrondissement,75,75118000AS0037,2.335198,48.886578
1051,2023-544263,2023-01-12,117000.0,Appartement,0.0,9.0,,1.0,,13000.0,75.0,RUE QUINCAMPOIX,7970,75003.0,75103,Paris 3e Arrondissement,75,75103000AU0017,2.350782,48.862153
1055,2023-544264,2023-01-24,725700.0,Appartement,3.0,81.0,,4.0,,8959.0,29.0,RUE MELINGUE,6257,75019.0,75119,Paris 19e Arrondissement,75,75119000EB0034,2.385433,48.876165
1057,2023-544265,2023-01-23,919160.0,Appartement,1.0,76.0,,4.0,,12094.0,7.0,BD MORLAND,6559,75004.0,75104,Paris 4e Arrondissement,75,75104000AS0046,2.3647,48.848037
1058,2023-544266,2023-01-25,227000.0,Appartement,0.0,32.0,,2.0,,7094.0,13.0,RUE JACQUES KABLE,4794,75018.0,75118,Paris 18e Arrondissement,75,75118000DF0049,2.361765,48.885997
1059,2023-544267,2023-01-19,180000.0,Appartement,0.0,19.0,,1.0,,9474.0,4.0,RUE DU PRINTEMPS,7839,75017.0,75117,Paris 17e Arrondissement,75,75117000CG0021,2.309105,48.886811
1060,2023-544268,2023-01-30,1350000.0,Appartement,1.0,140.0,,4.0,,9643.0,21.0,RUE TRONCHET,9470,75008.0,75108,Paris 8e Arrondissement,75,75108000BS0085,2.325796,48.8724
1063,2023-544269,2023-01-20,675000.0,Appartement,1.0,64.0,,3.0,,10547.0,60.0,RUE DE LA VILLETTE,9839,75019.0,75119,Paris 19e Arrondissement,75,75119000DZ0023,2.388306,48.877634
1064,2023-544270,2023-01-16,245800.0,Appartement,0.0,26.0,,1.0,,9454.0,48.0,RUE DE SAINTONGE,8716,75003.0,75103,Paris 3e Arrondissement,75,75103000AJ0049,2.364038,48.862903
1065,2023-544271,2023-01-27,272500.0,Appartement,1.0,37.0,,1.0,,7365.0,262.0,RUE DU FBG ST MARTIN,3522,75010.0,75110,Paris 10e Arrondissement,75,75110000BY0016,2.36804,48.882832
1069,2023-544273,2023-01-10,705500.0,Appartement,1.0,74.0,73.56,3.0,9591.0,9534.0,6.0,RUE DU SOLEIL,9005,75020.0,75120,Paris 20e Arrondissement,75,75120000AH0099,2.394224,48.874765
1071,2023-544274,2023-01-30,640300.0,Appartement,1.0,63.0,,3.0,,10163.0,5.0,RUE PIERRE CHAUSSON,7422,75010.0,75110,Paris 10e Arrondissement,75,75110000BF0006,2.360147,48.870754
1072,2023-544275,2023-01-05,292000.0,Appartement,1.0,25.0,23.02,1.0,12685.0,11680.0,1.0,RUE CASTEX,1601,75004.0,75104,Paris 4e Arrondissement,75,75104000AP0012,2.3656,48.852542
1074,2023-544276,2023-01-04,285000.0,Appartement,1.0,24.0,24.07,1.0,11840.0,11875.0,11.0,RUE CARDINET,1550,75017.0,75117,Paris 17e Arrondissement,75,75117000BM0007,2.301698,48.881712
1076,2023-544277,2023-01-19,1540000.0,Appartement,1.0,165.0,102.03,6.0,15094.0,9333.0,4.0,RUE DU BOULOI,1178,75001.0,75101,Paris 1er Arrondissement,75,75101000AS0001,2.340355,48.863189
1078,2023-544278,2023-01-25,203000.0,Appartement,1.0,20.0,,1.0,,10150.0,7.0,RUE DU MONT-DORE,6469,75017.0,75117,Paris 17e Arrondissement,75,75117000CL0078,2.322823,48.883103
1080,2023-544279,2023-01-17,305000.0,Appartement,1.0,27.0,,2.0,,11296.0,24.0,RUE BERTHE,0911,75018.0,75118,Paris 18e Arrondissement,75,75118000BO0026,2.339911,48.885713
1084,2023-544281,2023-01-19,311000.0,Appartement,1.0,30.0,,3.0,,10367.0,66.0,RUE SAUSSURE,8847,75017.0,75117,Paris 17e Arrondissement,75,75117000CI0047,2.314608,48.886003
1086,2023-544282,2023-01-11,153000.0,Appartement,1.0,8.0,,1.0,,19125.0,3.0,RUE FENELON,3569,75010.0,75110,Paris 10e Arrondissement,75,75110000AN0020,2.351161,48.878442
1088,2023-544283,2023-01-13,458334.0,Appartement,1.0,34.0,,2.0,,13480.0,9.0,RUE CLAUZEL,2090,75009.0,75109,Paris 9e Arrondissement,75,75109000AG0014,2.33864,48.878955
1091,2023-544285,2023-01-16,681500.0,Appartement,1.0,64.0,56.02,4.0,12165.0,10648.0,72.0,RUE TRUFFAUT,9487,75017.0,75117,Paris 17e Arrondissement,75,75117000CP0077,2.319839,48.887121
1093,2023-544287,2023-01-17,570000.0,Appartement,1.0,51.0,,2.0,,11176.0,89.0,BD BEAUMARCHAIS,0783,75003.0,75103,Paris 3e Arrondissement,75,75103000AM0048,2.36731,48.859067
1095,2023-544288,2023-01-25,245000.0,Appartement,1.0,33.0,30.02,2.0,8161.0,7424.0,21.0,RUE CLAIRAUT,2063,75017.0,75117,Paris 17e Arrondissement,75,75117000CS0064,2.320113,48.888331
1097,2023-544289,2023-01-23,262000.0,Appartement,0.0,26.0,26.1,1.0,10038.0,10077.0,42.0,RUE GUERSANT,4376,75017.0,75117,Paris 17e Arrondissement,75,75117000AW0002,2.288099,48.882894
1098,2023-544290,2023-01-25,354000.0,Appartement,1.0,32.0,34.32,2.0,10315.0,11062.0,9.0,RUE CUSTINE,2496,75018.0,75118,Paris 18e Arrondissement,75,75118000BT0040,2.348554,48.887435
1100,2023-544291,2023-01-18,641000.0,Appartement,1.0,55.0,57.01,3.0,11244.0,11655.0,33.0,RUE LAMARCK,5288,75018.0,75118,Paris 18e Arrondissement,75,75118000BM0027,2.342068,48.889123
1103,2023-544292,2023-01-23,1280000.0,Appartement,2.0,110.0,110.41,4.0,11593.0,11636.0,28.0,RUE DES ACACIAS,0045,75017.0,75117,Paris 17e Arrondissement,75,75117000AI0029,2.291644,48.876578
1106,2023-544293,2023-01-25,461000.0,Appartement,1.0,43.0,42.33,3.0,10891.0,10721.0,16.0,RUE FERDINAND FLOCON,3587,75018.0,75118,Paris 18e Arrondissement,75,75118000BJ0040,2.346297,48.891687
1108,2023-544294,2023-01-25,268000.0,Appartement,1.0,23.0,22.69,2.0,11811.0,11652.0,21.0,RUE STE ISAURE,8569,75018.0,75118,Paris 18e Arrondissement,75,75118000BH0052,2.344055,48.894033
1109,2023-544295,2023-01-18,218000.0,Appartement,0.0,19.0,20.15,1.0,10819.0,11474.0,29.0,RUE ANDRE ANTOINE,0315,75018.0,75118,Paris 18e Arrondissement,75,75118000AR0081,2.337374,48.884061
1113,2023-544298,2023-01-24,1190000.0,Appartement,2.0,100.0,,5.0,,11900.0,34.0,AV DES TERNES,9202,75017.0,75117,Paris 17e Arrondissement,75,75117000AO0070,2.29392,48.879004
1116,2023-544299,2023-01-17,275000.0,Appartement,0.0,20.0,28.08,2.0,9793.0,13750.0,3.0,RUE MULLER,6637,75018.0,75118,Paris 18e Arrondissement,75,75118000BS0035,2.347107,48.886671
1118,2023-544301,2023-01-17,510000.0,Appartement,1.0,53.0,52.92,2.0,9637.0,9623.0,11.0,AV STEPHANE MALLARME,9088,75017.0,75117,Paris 17e Arrondissement,75,75117000BC0006,2.293362,48.886351
